Dataname,Value,Time
filament_temp,38.2,2025-09-05 14:24:00.418084
bed_temp,41.9,2025-09-05 14:24:00.418084
current,0.07,2025-09-05 14:24:00.418084
power,3,2025-09-05 14:24:00.418084
voltage,121.64,2025-09-05 14:24:00.418084
filament_temp,38.2,2025-09-05 14:24:00.918332
bed_temp,41.9,2025-09-05 14:24:00.918332
current,0.07,2025-09-05 14:24:00.918332
power,3,2025-09-05 14:24:00.918332
voltage,121.64,2025-09-05 14:24:00.918332
filament_temp,38.2,2025-09-05 14:24:01.418578
bed_temp,41.9,2025-09-05 14:24:01.418578
current,0.07,2025-09-05 14:24:01.418578
power,3,2025-09-05 14:24:01.418578
voltage,121.64,2025-09-05 14:24:01.418578
filament_temp,38.2,2025-09-05 14:24:01.918816
bed_temp,41.9,2025-09-05 14:24:01.918816
current,0.07,2025-09-05 14:24:01.918816
power,3,2025-09-05 14:24:01.918816
voltage,121.64,2025-09-05 14:24:01.918816
filament_temp,38.2,2025-09-05 14:24:02.419065
bed_temp,41.9,2025-09-05 14:24:02.419065
current,0.07,2025-09-05 14:24:02.419065
power,3,2025-09-05 14:24:02.419065
voltage,121.64,2025-09-05 14:24:02.419065
filament_temp,38.2,2025-09-05 14:24:02.919311
bed_temp,41.9,2025-09-05 14:24:02.919311
current,0.07,2025-09-05 14:24:02.919311
power,3,2025-09-05 14:24:02.919311
voltage,121.64,2025-09-05 14:24:02.919311
filament_temp,38.2,2025-09-05 14:24:03.419574
bed_temp,41.0,2025-09-05 14:24:03.419574
current,0.07,2025-09-05 14:24:03.419574
power,3,2025-09-05 14:24:03.419574
voltage,121.64,2025-09-05 14:24:03.419574
filament_temp,38.2,2025-09-05 14:24:03.919845
bed_temp,41.0,2025-09-05 14:24:03.919845
current,0.07,2025-09-05 14:24:03.919845
power,3,2025-09-05 14:24:03.919845
voltage,121.64,2025-09-05 14:24:03.919845
filament_temp,38.2,2025-09-05 14:24:04.420005
bed_temp,41.0,2025-09-05 14:24:04.420005
current,0.07,2025-09-05 14:24:04.420005
power,3,2025-09-05 14:24:04.420005
voltage,121.64,2025-09-05 14:24:04.420005
filament_temp,38.2,2025-09-05 14:24:04.920383
bed_temp,41.0,2025-09-05 14:24:04.920383
current,0.07,2025-09-05 14:24:04.920383
power,3,2025-09-05 14:24:04.920383
voltage,121.64,2025-09-05 14:24:04.920383
filament_temp,38.2,2025-09-05 14:24:05.420589
bed_temp,41.0,2025-09-05 14:24:05.420589
current,0.07,2025-09-05 14:24:05.420589
power,3,2025-09-05 14:24:05.420589
voltage,121.64,2025-09-05 14:24:05.420589
filament_temp,38.2,2025-09-05 14:24:05.920796
bed_temp,41.0,2025-09-05 14:24:05.920796
current,0.07,2025-09-05 14:24:05.920796
power,3,2025-09-05 14:24:05.920796
voltage,121.64,2025-09-05 14:24:05.920796
filament_temp,38.2,2025-09-05 14:24:06.421004
bed_temp,41.0,2025-09-05 14:24:06.421004
current,0.07,2025-09-05 14:24:06.421004
power,3,2025-09-05 14:24:06.421004
voltage,121.64,2025-09-05 14:24:06.421004
filament_temp,38.2,2025-09-05 14:24:06.921177
bed_temp,41.0,2025-09-05 14:24:06.921177
current,0.07,2025-09-05 14:24:06.921177
power,3,2025-09-05 14:24:06.921177
voltage,121.64,2025-09-05 14:24:06.921177
filament_temp,38.2,2025-09-05 14:24:07.421369
bed_temp,41.0,2025-09-05 14:24:07.421369
current,0.07,2025-09-05 14:24:07.421369
power,3,2025-09-05 14:24:07.421369
voltage,121.64,2025-09-05 14:24:07.421369
filament_temp,38.2,2025-09-05 14:24:07.921577
bed_temp,41.0,2025-09-05 14:24:07.921577
current,0.07,2025-09-05 14:24:07.921577
power,3,2025-09-05 14:24:07.921577
voltage,121.64,2025-09-05 14:24:07.921577
filament_temp,37.9,2025-09-05 14:24:08.421793
bed_temp,41.0,2025-09-05 14:24:08.421793
current,0.07,2025-09-05 14:24:08.421793
power,3,2025-09-05 14:24:08.421793
voltage,121.64,2025-09-05 14:24:08.421793
filament_temp,37.9,2025-09-05 14:24:08.921978
bed_temp,41.0,2025-09-05 14:24:08.921978
current,0.07,2025-09-05 14:24:08.921978
power,3,2025-09-05 14:24:08.921978
voltage,121.64,2025-09-05 14:24:08.921978
filament_temp,37.9,2025-09-05 14:24:09.422195
bed_temp,41.0,2025-09-05 14:24:09.422195
current,0.07,2025-09-05 14:24:09.422195
power,3,2025-09-05 14:24:09.422195
voltage,121.64,2025-09-05 14:24:09.422195
filament_temp,37.9,2025-09-05 14:24:09.922432
bed_temp,41.0,2025-09-05 14:24:09.922432
current,0.07,2025-09-05 14:24:09.922432
power,3,2025-09-05 14:24:09.922432
voltage,121.64,2025-09-05 14:24:09.922432
filament_temp,37.9,2025-09-05 14:24:10.422661
bed_temp,41.0,2025-09-05 14:24:10.422661
current,0.07,2025-09-05 14:24:10.422661
power,3,2025-09-05 14:24:10.422661
voltage,121.64,2025-09-05 14:24:10.422661
filament_temp,37.9,2025-09-05 14:24:10.922896
bed_temp,41.0,2025-09-05 14:24:10.922896
current,0.07,2025-09-05 14:24:10.922896
power,3,2025-09-05 14:24:10.922896
voltage,121.64,2025-09-05 14:24:10.922896
filament_temp,37.9,2025-09-05 14:24:11.423133
bed_temp,41.0,2025-09-05 14:24:11.423133
current,0.07,2025-09-05 14:24:11.423133
power,3,2025-09-05 14:24:11.423133
voltage,121.64,2025-09-05 14:24:11.423133
filament_temp,37.9,2025-09-05 14:24:11.923379
bed_temp,41.0,2025-09-05 14:24:11.923379
current,0.07,2025-09-05 14:24:11.923379
power,3,2025-09-05 14:24:11.923379
voltage,121.64,2025-09-05 14:24:11.923379
filament_temp,37.9,2025-09-05 14:24:12.423624
bed_temp,41.0,2025-09-05 14:24:12.423624
current,0.07,2025-09-05 14:24:12.423624
power,3,2025-09-05 14:24:12.423624
voltage,121.64,2025-09-05 14:24:12.423624
filament_temp,37.9,2025-09-05 14:24:12.923844
bed_temp,41.0,2025-09-05 14:24:12.923844
current,0.07,2025-09-05 14:24:12.923844
power,3,2025-09-05 14:24:12.923844
voltage,121.64,2025-09-05 14:24:12.923844
filament_temp,37.2,2025-09-05 14:24:13.424074
bed_temp,41.2,2025-09-05 14:24:13.424074
current,0.07,2025-09-05 14:24:13.424074
power,3,2025-09-05 14:24:13.424074
voltage,121.64,2025-09-05 14:24:13.424074
filament_temp,37.2,2025-09-05 14:24:13.924322
bed_temp,41.2,2025-09-05 14:24:13.924322
current,0.07,2025-09-05 14:24:13.924322
power,3,2025-09-05 14:24:13.924322
voltage,121.64,2025-09-05 14:24:13.924322
filament_temp,37.2,2025-09-05 14:24:14.424553
bed_temp,41.2,2025-09-05 14:24:14.424553
current,0.07,2025-09-05 14:24:14.424553
power,3,2025-09-05 14:24:14.424553
voltage,121.64,2025-09-05 14:24:14.424553
filament_temp,37.2,2025-09-05 14:24:14.924805
bed_temp,41.2,2025-09-05 14:24:14.924805
current,0.07,2025-09-05 14:24:14.924805
