Dataname,Value,Time
filament_temp,19.6,2025-08-28 10:02:00.067056
bed_temp,22.2,2025-08-28 10:02:00.067056
current,0.07,2025-08-28 10:02:00.067056
power,2.3,2025-08-28 10:02:00.067056
voltage,123.47,2025-08-28 10:02:00.067056
filament_temp,20.1,2025-08-28 10:02:00.567299
bed_temp,21.3,2025-08-28 10:02:00.567299
current,0.07,2025-08-28 10:02:00.567299
power,2.3,2025-08-28 10:02:00.567299
voltage,123.47,2025-08-28 10:02:00.567299
filament_temp,20.1,2025-08-28 10:02:01.067534
bed_temp,21.3,2025-08-28 10:02:01.067534
current,0.07,2025-08-28 10:02:01.067534
power,2.3,2025-08-28 10:02:01.067534
voltage,123.47,2025-08-28 10:02:01.067534
filament_temp,20.1,2025-08-28 10:02:01.567801
bed_temp,21.3,2025-08-28 10:02:01.567801
current,0.07,2025-08-28 10:02:01.567801
power,2.3,2025-08-28 10:02:01.567801
voltage,123.47,2025-08-28 10:02:01.567801
filament_temp,20.1,2025-08-28 10:02:02.068016
bed_temp,21.3,2025-08-28 10:02:02.068016
current,0.07,2025-08-28 10:02:02.068016
power,2.3,2025-08-28 10:02:02.068016
voltage,123.47,2025-08-28 10:02:02.068016
filament_temp,20.1,2025-08-28 10:02:02.568269
bed_temp,21.3,2025-08-28 10:02:02.568269
current,0.07,2025-08-28 10:02:02.568269
power,2.3,2025-08-28 10:02:02.568269
voltage,123.47,2025-08-28 10:02:02.568269
filament_temp,20.1,2025-08-28 10:02:03.068514
bed_temp,21.3,2025-08-28 10:02:03.068514
current,0.07,2025-08-28 10:02:03.068514
power,2.3,2025-08-28 10:02:03.068514
voltage,123.47,2025-08-28 10:02:03.068514
filament_temp,20.1,2025-08-28 10:02:03.568769
bed_temp,21.3,2025-08-28 10:02:03.568769
current,0.07,2025-08-28 10:02:03.568769
power,2.3,2025-08-28 10:02:03.568769
voltage,123.47,2025-08-28 10:02:03.568769
filament_temp,20.1,2025-08-28 10:02:04.069033
bed_temp,21.3,2025-08-28 10:02:04.069033
current,0.07,2025-08-28 10:02:04.069033
power,2.3,2025-08-28 10:02:04.069033
voltage,123.47,2025-08-28 10:02:04.069033
filament_temp,20.1,2025-08-28 10:02:04.569282
bed_temp,21.3,2025-08-28 10:02:04.569282
current,0.07,2025-08-28 10:02:04.569282
power,2.3,2025-08-28 10:02:04.569282
voltage,123.47,2025-08-28 10:02:04.569282
filament_temp,20.1,2025-08-28 10:02:05.069494
bed_temp,21.3,2025-08-28 10:02:05.069494
current,0.07,2025-08-28 10:02:05.069494
power,2.3,2025-08-28 10:02:05.069494
voltage,123.47,2025-08-28 10:02:05.069494
filament_temp,20.1,2025-08-28 10:02:05.569743
bed_temp,22.1,2025-08-28 10:02:05.569743
current,0.07,2025-08-28 10:02:05.569743
power,2.3,2025-08-28 10:02:05.569743
voltage,123.47,2025-08-28 10:02:05.569743
filament_temp,20.1,2025-08-28 10:02:06.069968
bed_temp,22.1,2025-08-28 10:02:06.069968
current,0.07,2025-08-28 10:02:06.069968
power,2.3,2025-08-28 10:02:06.069968
voltage,123.47,2025-08-28 10:02:06.069968
filament_temp,20.1,2025-08-28 10:02:06.570156
bed_temp,22.1,2025-08-28 10:02:06.570156
current,0.07,2025-08-28 10:02:06.570156
power,2.3,2025-08-28 10:02:06.570156
voltage,123.47,2025-08-28 10:02:06.570156
filament_temp,20.1,2025-08-28 10:02:07.070397
bed_temp,22.1,2025-08-28 10:02:07.070397
current,0.07,2025-08-28 10:02:07.070397
power,2.3,2025-08-28 10:02:07.070397
voltage,123.47,2025-08-28 10:02:07.070397
filament_temp,20.1,2025-08-28 10:02:07.570639
bed_temp,22.1,2025-08-28 10:02:07.570639
current,0.07,2025-08-28 10:02:07.570639
power,2.3,2025-08-28 10:02:07.570639
voltage,123.47,2025-08-28 10:02:07.570639
filament_temp,20.1,2025-08-28 10:02:08.070829
bed_temp,22.1,2025-08-28 10:02:08.070829
current,0.07,2025-08-28 10:02:08.070829
power,2.3,2025-08-28 10:02:08.070829
voltage,123.47,2025-08-28 10:02:08.070829
filament_temp,20.1,2025-08-28 10:02:08.571018
bed_temp,22.1,2025-08-28 10:02:08.571018
current,0.07,2025-08-28 10:02:08.571018
power,2.3,2025-08-28 10:02:08.571018
voltage,123.47,2025-08-28 10:02:08.571018
filament_temp,20.1,2025-08-28 10:02:09.071206
bed_temp,22.1,2025-08-28 10:02:09.071206
current,0.07,2025-08-28 10:02:09.071206
power,2.3,2025-08-28 10:02:09.071206
voltage,123.47,2025-08-28 10:02:09.071206
filament_temp,20.1,2025-08-28 10:02:09.571395
bed_temp,22.1,2025-08-28 10:02:09.571395
current,0.07,2025-08-28 10:02:09.571395
power,2.3,2025-08-28 10:02:09.571395
voltage,123.47,2025-08-28 10:02:09.571395
filament_temp,20.1,2025-08-28 10:02:10.071597
bed_temp,22.1,2025-08-28 10:02:10.071597
current,0.07,2025-08-28 10:02:10.071597
power,2.3,2025-08-28 10:02:10.071597
voltage,123.47,2025-08-28 10:02:10.071597
filament_temp,19.7,2025-08-28 10:02:10.571802
bed_temp,21.3,2025-08-28 10:02:10.571802
current,0.07,2025-08-28 10:02:10.571802
power,2.3,2025-08-28 10:02:10.571802
voltage,123.47,2025-08-28 10:02:10.571802
filament_temp,19.7,2025-08-28 10:02:11.072050
bed_temp,21.3,2025-08-28 10:02:11.072050
current,0.07,2025-08-28 10:02:11.072050
power,2.3,2025-08-28 10:02:11.072050
voltage,123.47,2025-08-28 10:02:11.072050
filament_temp,19.7,2025-08-28 10:02:11.572246
bed_temp,21.3,2025-08-28 10:02:11.572246
current,0.07,2025-08-28 10:02:11.572246
power,2.3,2025-08-28 10:02:11.572246
voltage,123.47,2025-08-28 10:02:11.572246
filament_temp,19.7,2025-08-28 10:02:12.072466
bed_temp,21.3,2025-08-28 10:02:12.072466
current,0.07,2025-08-28 10:02:12.072466
power,2.3,2025-08-28 10:02:12.072466
voltage,123.47,2025-08-28 10:02:12.072466
filament_temp,19.7,2025-08-28 10:02:12.572655
bed_temp,21.3,2025-08-28 10:02:12.572655
current,0.07,2025-08-28 10:02:12.572655
power,2.3,2025-08-28 10:02:12.572655
voltage,123.47,2025-08-28 10:02:12.572655
filament_temp,19.7,2025-08-28 10:02:13.072904
bed_temp,21.3,2025-08-28 10:02:13.072904
current,0.07,2025-08-28 10:02:13.072904
power,2.3,2025-08-28 10:02:13.072904
voltage,123.47,2025-08-28 10:02:13.072904
filament_temp,19.7,2025-08-28 10:02:13.573089
bed_temp,21.3,2025-08-28 10:02:13.573089
current,0.07,2025-08-28 10:02:13.573089
power,2.3,2025-08-28 10:02:13.573089
voltage,123.47,2025-08-28 10:02:13.573089
filament_temp,19.7,2025-08-28 10:02:14.073278
bed_temp,21.3,2025-08-28 10:02:14.073278
current,0.07,2025-08-28 10:02:14.073278
power,2.3,2025-08-28 10:02:14.073278
voltage,123.47,2025-08-28 10:02:14.073278
filament_temp,19.7,2025-08-28 10:02:14.573466
bed_temp,21.3,2025-08-28 10:02:14.573466
current,0.07,2025-08-28 10:02:14.573466
power,2.3,2025-08-28 10:02:14.573466
voltage,123.47,2025-08-28 10:02:14.573466
filament_temp,19.7,2025-08-28 10:02:15.073682
bed_temp,21.3,2025-08-28 10:02:15.073682
current,0.07,2025-08-28 10:02:15.073682
power,2.3,2025-08-28 10:02:15.073682
voltage,123.47,2025-08-28 10:02:15.073682
filament_temp,19.7,2025-08-28 10:02:15.573910
bed_temp,21.6,2025-08-28 10:02:15.573910
current,0.07,2025-08-28 10:02:15.573910
power,2.3,2025-08-28 10:02:15.573910
voltage,123.47,2025-08-28 10:02:15.573910
filament_temp,19.7,2025-08-28 10:02:16.074146
bed_temp,21.6,2025-08-28 10:02:16.074146
current,0.07,2025-08-28 10:02:16.074146
power,2.3,2025-08-28 10:02:16.074146
voltage,123.47,2025-08-28 10:02:16.074146
filament_temp,19.7,2025-08-28 10:02:16.574362
bed_temp,21.6,2025-08-28 10:02:16.574362
current,0.07,2025-08-28 10:02:16.574362
power,2.3,2025-08-28 10:02:16.574362
voltage,123.47,2025-08-28 10:02:16.574362
filament_temp,19.7,2025-08-28 10:02:17.074602
bed_temp,21.6,2025-08-28 10:02:17.074602
current,0.07,2025-08-28 10:02:17.074602
power,2.3,2025-08-28 10:02:17.074602
voltage,123.47,2025-08-28 10:02:17.074602
filament_temp,19.7,2025-08-28 10:02:17.574828
bed_temp,21.6,2025-08-28 10:02:17.574828
current,0.07,2025-08-28 10:02:17.574828
power,2.3,2025-08-28 10:02:17.574828
voltage,123.47,2025-08-28 10:02:17.574828
filament_temp,19.7,2025-08-28 10:02:18.075040
bed_temp,21.6,2025-08-28 10:02:18.075040
current,0.07,2025-08-28 10:02:18.075040
power,2.3,2025-08-28 10:02:18.075040
voltage,123.47,2025-08-28 10:02:18.075040
filament_temp,19.7,2025-08-28 10:02:18.575217
bed_temp,21.6,2025-08-28 10:02:18.575217
current,0.07,2025-08-28 10:02:18.575217
power,2.3,2025-08-28 10:02:18.575217
voltage,123.47,2025-08-28 10:02:18.575217
filament_temp,19.7,2025-08-28 10:02:19.075457
bed_temp,21.6,2025-08-28 10:02:19.075457
current,0.07,2025-08-28 10:02:19.075457
power,2.3,2025-08-28 10:02:19.075457
voltage,123.47,2025-08-28 10:02:19.075457
filament_temp,19.7,2025-08-28 10:02:19.575654
bed_temp,21.6,2025-08-28 10:02:19.575654
current,0.07,2025-08-28 10:02:19.575654
power,2.3,2025-08-28 10:02:19.575654
voltage,123.47,2025-08-28 10:02:19.575654
filament_temp,19.7,2025-08-28 10:02:20.075904
bed_temp,21.6,2025-08-28 10:02:20.075904
current,0.07,2025-08-28 10:02:20.075904
power,2.3,2025-08-28 10:02:20.075904
voltage,123.47,2025-08-28 10:02:20.075904
filament_temp,19.7,2025-08-28 10:02:20.576146
bed_temp,22.2,2025-08-28 10:02:20.576146
current,0.07,2025-08-28 10:02:20.576146
power,2.3,2025-08-28 10:02:20.576146
voltage,123.47,2025-08-28 10:02:20.576146
filament_temp,19.7,2025-08-28 10:02:21.076338
bed_temp,22.2,2025-08-28 10:02:21.076338
current,0.07,2025-08-28 10:02:21.076338
power,2.3,2025-08-28 10:02:21.076338
voltage,123.47,2025-08-28 10:02:21.076338
filament_temp,19.7,2025-08-28 10:02:21.576590
bed_temp,22.2,2025-08-28 10:02:21.576590
current,0.07,2025-08-28 10:02:21.576590
power,2.3,2025-08-28 10:02:21.576590
voltage,123.47,2025-08-28 10:02:21.576590
filament_temp,19.7,2025-08-28 10:02:22.076836
bed_temp,22.2,2025-08-28 10:02:22.076836
current,0.07,2025-08-28 10:02:22.076836
power,2.3,2025-08-28 10:02:22.076836
voltage,123.47,2025-08-28 10:02:22.076836
filament_temp,19.7,2025-08-28 10:02:22.577097
bed_temp,22.2,2025-08-28 10:02:22.577097
current,0.07,2025-08-28 10:02:22.577097
power,2.3,2025-08-28 10:02:22.577097
voltage,123.47,2025-08-28 10:02:22.577097
filament_temp,19.7,2025-08-28 10:02:23.077344
bed_temp,22.2,2025-08-28 10:02:23.077344
current,0.07,2025-08-28 10:02:23.077344
power,2.3,2025-08-28 10:02:23.077344
voltage,123.47,2025-08-28 10:02:23.077344
filament_temp,19.7,2025-08-28 10:02:23.577584
bed_temp,22.2,2025-08-28 10:02:23.577584
current,0.07,2025-08-28 10:02:23.577584
power,2.3,2025-08-28 10:02:23.577584
voltage,123.47,2025-08-28 10:02:23.577584
