Dataname,Value,Time
filament_temp,229.8,2025-09-10 11:19:00.182519
bed_temp,59.7,2025-09-10 11:19:00.182519
current,0.07,2025-09-10 11:19:00.182519
power,3,2025-09-10 11:19:00.182519
voltage,119.67,2025-09-10 11:19:00.182519
filament_temp,229.8,2025-09-10 11:19:00.682757
bed_temp,59.7,2025-09-10 11:19:00.682757
current,0.07,2025-09-10 11:19:00.682757
power,3,2025-09-10 11:19:00.682757
voltage,119.67,2025-09-10 11:19:00.682757
filament_temp,230.2,2025-09-10 11:19:01.182978
bed_temp,59.9,2025-09-10 11:19:01.182978
current,0.07,2025-09-10 11:19:01.182978
power,3,2025-09-10 11:19:01.182978
voltage,119.67,2025-09-10 11:19:01.182978
filament_temp,230.2,2025-09-10 11:19:01.683201
bed_temp,59.9,2025-09-10 11:19:01.683201
current,0.07,2025-09-10 11:19:01.683201
power,3,2025-09-10 11:19:01.683201
voltage,119.67,2025-09-10 11:19:01.683201
filament_temp,230.2,2025-09-10 11:19:02.183435
bed_temp,59.9,2025-09-10 11:19:02.183435
current,0.07,2025-09-10 11:19:02.183435
power,3,2025-09-10 11:19:02.183435
voltage,119.67,2025-09-10 11:19:02.183435
filament_temp,230.2,2025-09-10 11:19:02.683644
bed_temp,59.9,2025-09-10 11:19:02.683644
current,0.07,2025-09-10 11:19:02.683644
power,3,2025-09-10 11:19:02.683644
voltage,119.67,2025-09-10 11:19:02.683644
filament_temp,229.8,2025-09-10 11:19:03.183840
bed_temp,60.0,2025-09-10 11:19:03.183840
current,0.07,2025-09-10 11:19:03.183840
power,3,2025-09-10 11:19:03.183840
voltage,119.67,2025-09-10 11:19:03.183840
filament_temp,229.8,2025-09-10 11:19:03.684077
bed_temp,60.0,2025-09-10 11:19:03.684077
current,0.07,2025-09-10 11:19:03.684077
power,3,2025-09-10 11:19:03.684077
voltage,119.67,2025-09-10 11:19:03.684077
filament_temp,229.8,2025-09-10 11:19:04.184313
bed_temp,60.0,2025-09-10 11:19:04.184313
current,0.07,2025-09-10 11:19:04.184313
power,3,2025-09-10 11:19:04.184313
voltage,119.67,2025-09-10 11:19:04.184313
filament_temp,229.8,2025-09-10 11:19:04.684511
bed_temp,60.0,2025-09-10 11:19:04.684511
current,0.07,2025-09-10 11:19:04.684511
power,3,2025-09-10 11:19:04.684511
voltage,119.67,2025-09-10 11:19:04.684511
filament_temp,230.7,2025-09-10 11:19:05.184751
bed_temp,60.9,2025-09-10 11:19:05.184751
current,0.07,2025-09-10 11:19:05.184751
power,3,2025-09-10 11:19:05.184751
voltage,119.67,2025-09-10 11:19:05.184751
filament_temp,230.7,2025-09-10 11:19:05.684972
bed_temp,60.9,2025-09-10 11:19:05.684972
current,0.07,2025-09-10 11:19:05.684972
power,3,2025-09-10 11:19:05.684972
voltage,119.67,2025-09-10 11:19:05.684972
filament_temp,230.7,2025-09-10 11:19:06.185164
bed_temp,60.9,2025-09-10 11:19:06.185164
current,0.07,2025-09-10 11:19:06.185164
power,3,2025-09-10 11:19:06.185164
voltage,119.67,2025-09-10 11:19:06.185164
filament_temp,230.7,2025-09-10 11:19:06.685360
bed_temp,60.9,2025-09-10 11:19:06.685360
current,0.07,2025-09-10 11:19:06.685360
power,3,2025-09-10 11:19:06.685360
voltage,119.67,2025-09-10 11:19:06.685360
filament_temp,230.7,2025-09-10 11:19:07.185564
bed_temp,60.9,2025-09-10 11:19:07.185564
current,0.07,2025-09-10 11:19:07.185564
power,3,2025-09-10 11:19:07.185564
voltage,119.67,2025-09-10 11:19:07.185564
filament_temp,230.5,2025-09-10 11:19:07.685768
bed_temp,60.9,2025-09-10 11:19:07.685768
current,0.07,2025-09-10 11:19:07.685768
power,3,2025-09-10 11:19:07.685768
voltage,119.67,2025-09-10 11:19:07.685768
filament_temp,230.5,2025-09-10 11:19:08.186000
bed_temp,60.9,2025-09-10 11:19:08.186000
current,0.07,2025-09-10 11:19:08.186000
power,3,2025-09-10 11:19:08.186000
voltage,119.67,2025-09-10 11:19:08.186000
filament_temp,230.5,2025-09-10 11:19:08.686243
bed_temp,60.9,2025-09-10 11:19:08.686243
current,0.07,2025-09-10 11:19:08.686243
power,3,2025-09-10 11:19:08.686243
voltage,119.67,2025-09-10 11:19:08.686243
filament_temp,230.2,2025-09-10 11:19:09.186463
bed_temp,59.7,2025-09-10 11:19:09.186463
current,0.07,2025-09-10 11:19:09.186463
power,3,2025-09-10 11:19:09.186463
voltage,119.67,2025-09-10 11:19:09.186463
filament_temp,230.2,2025-09-10 11:19:09.686686
bed_temp,59.7,2025-09-10 11:19:09.686686
current,0.07,2025-09-10 11:19:09.686686
power,3,2025-09-10 11:19:09.686686
voltage,119.67,2025-09-10 11:19:09.686686
filament_temp,230.2,2025-09-10 11:19:10.186911
bed_temp,59.7,2025-09-10 11:19:10.186911
current,0.07,2025-09-10 11:19:10.186911
power,3,2025-09-10 11:19:10.186911
voltage,119.67,2025-09-10 11:19:10.186911
filament_temp,230.2,2025-09-10 11:19:10.687141
bed_temp,59.7,2025-09-10 11:19:10.687141
current,0.07,2025-09-10 11:19:10.687141
power,3,2025-09-10 11:19:10.687141
voltage,119.67,2025-09-10 11:19:10.687141
