Dataname,Value,Time
filament_temp,59.3,2025-08-29 11:29:00.230846
bed_temp,19.1,2025-08-29 11:29:00.230846
current,0.07,2025-08-29 11:29:00.230846
power,2,2025-08-29 11:29:00.230846
voltage,122.99,2025-08-29 11:29:00.230846
filament_temp,59.3,2025-08-29 11:29:00.731068
bed_temp,19.1,2025-08-29 11:29:00.731068
current,0.07,2025-08-29 11:29:00.731068
power,2,2025-08-29 11:29:00.731068
voltage,122.99,2025-08-29 11:29:00.731068
filament_temp,59.3,2025-08-29 11:29:01.231319
bed_temp,19.1,2025-08-29 11:29:01.231319
current,0.07,2025-08-29 11:29:01.231319
power,2,2025-08-29 11:29:01.231319
voltage,122.99,2025-08-29 11:29:01.231319
filament_temp,59.3,2025-08-29 11:29:01.731551
bed_temp,19.1,2025-08-29 11:29:01.731551
current,0.07,2025-08-29 11:29:01.731551
power,2,2025-08-29 11:29:01.731551
voltage,122.99,2025-08-29 11:29:01.731551
filament_temp,59.3,2025-08-29 11:29:02.231797
bed_temp,19.1,2025-08-29 11:29:02.231797
current,0.07,2025-08-29 11:29:02.231797
power,2,2025-08-29 11:29:02.231797
voltage,122.99,2025-08-29 11:29:02.231797
filament_temp,59.3,2025-08-29 11:29:02.731922
bed_temp,19.1,2025-08-29 11:29:02.731922
current,0.07,2025-08-29 11:29:02.731922
power,2,2025-08-29 11:29:02.731922
voltage,122.99,2025-08-29 11:29:02.731922
filament_temp,56.8,2025-08-29 11:29:03.232127
bed_temp,19.1,2025-08-29 11:29:03.232127
current,0.07,2025-08-29 11:29:03.232127
power,2,2025-08-29 11:29:03.232127
voltage,122.99,2025-08-29 11:29:03.232127
filament_temp,56.8,2025-08-29 11:29:03.732377
bed_temp,19.1,2025-08-29 11:29:03.732377
current,0.07,2025-08-29 11:29:03.732377
power,2,2025-08-29 11:29:03.732377
voltage,122.99,2025-08-29 11:29:03.732377
filament_temp,56.8,2025-08-29 11:29:04.232624
bed_temp,19.1,2025-08-29 11:29:04.232624
current,0.07,2025-08-29 11:29:04.232624
power,2,2025-08-29 11:29:04.232624
voltage,122.99,2025-08-29 11:29:04.232624
filament_temp,56.8,2025-08-29 11:29:04.732875
bed_temp,19.1,2025-08-29 11:29:04.732875
current,0.07,2025-08-29 11:29:04.732875
power,2,2025-08-29 11:29:04.732875
voltage,122.99,2025-08-29 11:29:04.732875
filament_temp,56.8,2025-08-29 11:29:05.233121
bed_temp,19.1,2025-08-29 11:29:05.233121
current,0.07,2025-08-29 11:29:05.233121
power,2,2025-08-29 11:29:05.233121
voltage,122.99,2025-08-29 11:29:05.233121
filament_temp,56.8,2025-08-29 11:29:05.733370
bed_temp,19.1,2025-08-29 11:29:05.733370
current,0.07,2025-08-29 11:29:05.733370
power,2,2025-08-29 11:29:05.733370
voltage,122.99,2025-08-29 11:29:05.733370
filament_temp,56.8,2025-08-29 11:29:06.233575
bed_temp,19.1,2025-08-29 11:29:06.233575
current,0.07,2025-08-29 11:29:06.233575
power,2,2025-08-29 11:29:06.233575
voltage,122.99,2025-08-29 11:29:06.233575
filament_temp,56.8,2025-08-29 11:29:06.733829
bed_temp,19.1,2025-08-29 11:29:06.733829
current,0.07,2025-08-29 11:29:06.733829
power,2,2025-08-29 11:29:06.733829
voltage,122.99,2025-08-29 11:29:06.733829
filament_temp,56.8,2025-08-29 11:29:07.234079
bed_temp,19.1,2025-08-29 11:29:07.234079
current,0.07,2025-08-29 11:29:07.234079
power,2,2025-08-29 11:29:07.234079
voltage,122.99,2025-08-29 11:29:07.234079
filament_temp,56.8,2025-08-29 11:29:07.734313
bed_temp,19.1,2025-08-29 11:29:07.734313
current,0.07,2025-08-29 11:29:07.734313
power,2,2025-08-29 11:29:07.734313
voltage,122.99,2025-08-29 11:29:07.734313
filament_temp,55.9,2025-08-29 11:29:08.234552
bed_temp,18.7,2025-08-29 11:29:08.234552
current,0.07,2025-08-29 11:29:08.234552
power,2,2025-08-29 11:29:08.234552
voltage,122.99,2025-08-29 11:29:08.234552
filament_temp,55.9,2025-08-29 11:29:08.734778
bed_temp,18.7,2025-08-29 11:29:08.734778
current,0.07,2025-08-29 11:29:08.734778
power,2,2025-08-29 11:29:08.734778
voltage,122.99,2025-08-29 11:29:08.734778
filament_temp,55.9,2025-08-29 11:29:09.234993
bed_temp,18.7,2025-08-29 11:29:09.234993
current,0.07,2025-08-29 11:29:09.234993
power,2,2025-08-29 11:29:09.234993
voltage,122.99,2025-08-29 11:29:09.234993
filament_temp,55.9,2025-08-29 11:29:09.735223
bed_temp,18.7,2025-08-29 11:29:09.735223
current,0.07,2025-08-29 11:29:09.735223
power,2,2025-08-29 11:29:09.735223
voltage,122.99,2025-08-29 11:29:09.735223
filament_temp,55.9,2025-08-29 11:29:10.235454
bed_temp,18.7,2025-08-29 11:29:10.235454
current,0.07,2025-08-29 11:29:10.235454
power,2,2025-08-29 11:29:10.235454
voltage,122.99,2025-08-29 11:29:10.235454
filament_temp,55.9,2025-08-29 11:29:10.735687
bed_temp,18.7,2025-08-29 11:29:10.735687
current,0.07,2025-08-29 11:29:10.735687
power,2,2025-08-29 11:29:10.735687
voltage,122.99,2025-08-29 11:29:10.735687
filament_temp,55.9,2025-08-29 11:29:11.235917
bed_temp,18.7,2025-08-29 11:29:11.235917
current,0.07,2025-08-29 11:29:11.235917
power,2,2025-08-29 11:29:11.235917
voltage,122.99,2025-08-29 11:29:11.235917
filament_temp,55.9,2025-08-29 11:29:11.736138
bed_temp,18.7,2025-08-29 11:29:11.736138
current,0.07,2025-08-29 11:29:11.736138
power,2,2025-08-29 11:29:11.736138
voltage,122.99,2025-08-29 11:29:11.736138
filament_temp,55.9,2025-08-29 11:29:12.236377
bed_temp,18.7,2025-08-29 11:29:12.236377
current,0.07,2025-08-29 11:29:12.236377
power,2,2025-08-29 11:29:12.236377
voltage,122.99,2025-08-29 11:29:12.236377
filament_temp,55.9,2025-08-29 11:29:12.736603
bed_temp,18.7,2025-08-29 11:29:12.736603
current,0.07,2025-08-29 11:29:12.736603
power,2,2025-08-29 11:29:12.736603
voltage,122.99,2025-08-29 11:29:12.736603
filament_temp,55.4,2025-08-29 11:29:13.236849
bed_temp,20.1,2025-08-29 11:29:13.236849
current,0.07,2025-08-29 11:29:13.236849
power,2,2025-08-29 11:29:13.236849
voltage,122.99,2025-08-29 11:29:13.236849
filament_temp,55.4,2025-08-29 11:29:13.737077
bed_temp,20.1,2025-08-29 11:29:13.737077
current,0.07,2025-08-29 11:29:13.737077
power,2,2025-08-29 11:29:13.737077
voltage,122.99,2025-08-29 11:29:13.737077
filament_temp,55.4,2025-08-29 11:29:14.237327
bed_temp,20.1,2025-08-29 11:29:14.237327
current,0.07,2025-08-29 11:29:14.237327
power,2,2025-08-29 11:29:14.237327
voltage,122.99,2025-08-29 11:29:14.237327
filament_temp,55.4,2025-08-29 11:29:14.737576
bed_temp,20.1,2025-08-29 11:29:14.737576
current,0.07,2025-08-29 11:29:14.737576
power,2,2025-08-29 11:29:14.737576
voltage,122.99,2025-08-29 11:29:14.737576
filament_temp,55.4,2025-08-29 11:29:15.237823
bed_temp,20.1,2025-08-29 11:29:15.237823
current,0.07,2025-08-29 11:29:15.237823
power,2,2025-08-29 11:29:15.237823
voltage,122.99,2025-08-29 11:29:15.237823
filament_temp,55.4,2025-08-29 11:29:15.738045
bed_temp,20.1,2025-08-29 11:29:15.738045
current,0.07,2025-08-29 11:29:15.738045
power,2,2025-08-29 11:29:15.738045
voltage,122.99,2025-08-29 11:29:15.738045
filament_temp,55.4,2025-08-29 11:29:16.238292
bed_temp,20.1,2025-08-29 11:29:16.238292
current,0.07,2025-08-29 11:29:16.238292
power,2,2025-08-29 11:29:16.238292
voltage,122.99,2025-08-29 11:29:16.238292
filament_temp,55.4,2025-08-29 11:29:16.738482
bed_temp,20.1,2025-08-29 11:29:16.738482
current,0.07,2025-08-29 11:29:16.738482
power,2,2025-08-29 11:29:16.738482
voltage,122.99,2025-08-29 11:29:16.738482
filament_temp,55.4,2025-08-29 11:29:17.238717
