Dataname,Value,Time
filament_temp,228.8,2025-09-10 11:38:00.178544
bed_temp,60.6,2025-09-10 11:38:00.178544
current,0.07,2025-09-10 11:38:00.178544
power,3,2025-09-10 11:38:00.178544
voltage,119.67,2025-09-10 11:38:00.178544
filament_temp,228.8,2025-09-10 11:38:00.678787
bed_temp,60.6,2025-09-10 11:38:00.678787
current,0.07,2025-09-10 11:38:00.678787
power,3,2025-09-10 11:38:00.678787
voltage,119.67,2025-09-10 11:38:00.678787
filament_temp,228.8,2025-09-10 11:38:01.178973
bed_temp,60.6,2025-09-10 11:38:01.178973
current,0.07,2025-09-10 11:38:01.178973
power,3,2025-09-10 11:38:01.178973
voltage,119.67,2025-09-10 11:38:01.178973
filament_temp,229.7,2025-09-10 11:38:01.679170
bed_temp,59.6,2025-09-10 11:38:01.679170
current,0.07,2025-09-10 11:38:01.679170
power,3,2025-09-10 11:38:01.679170
voltage,119.67,2025-09-10 11:38:01.679170
filament_temp,229.7,2025-09-10 11:38:02.179312
bed_temp,59.6,2025-09-10 11:38:02.179312
current,0.07,2025-09-10 11:38:02.179312
power,3,2025-09-10 11:38:02.179312
voltage,119.67,2025-09-10 11:38:02.179312
filament_temp,229.7,2025-09-10 11:38:02.679511
bed_temp,59.6,2025-09-10 11:38:02.679511
current,0.07,2025-09-10 11:38:02.679511
power,3,2025-09-10 11:38:02.679511
voltage,119.67,2025-09-10 11:38:02.679511
filament_temp,229.7,2025-09-10 11:38:03.179719
bed_temp,59.6,2025-09-10 11:38:03.179719
current,0.07,2025-09-10 11:38:03.179719
power,3,2025-09-10 11:38:03.179719
voltage,119.67,2025-09-10 11:38:03.179719
filament_temp,229.5,2025-09-10 11:38:03.679915
bed_temp,59.0,2025-09-10 11:38:03.679915
current,0.07,2025-09-10 11:38:03.679915
power,3,2025-09-10 11:38:03.679915
voltage,119.67,2025-09-10 11:38:03.679915
filament_temp,229.5,2025-09-10 11:38:04.180114
bed_temp,59.0,2025-09-10 11:38:04.180114
current,0.07,2025-09-10 11:38:04.180114
power,3,2025-09-10 11:38:04.180114
voltage,119.67,2025-09-10 11:38:04.180114
filament_temp,229.5,2025-09-10 11:38:04.680343
bed_temp,59.0,2025-09-10 11:38:04.680343
current,0.07,2025-09-10 11:38:04.680343
power,3,2025-09-10 11:38:04.680343
voltage,119.67,2025-09-10 11:38:04.680343
filament_temp,229.5,2025-09-10 11:38:05.180581
bed_temp,59.0,2025-09-10 11:38:05.180581
current,0.07,2025-09-10 11:38:05.180581
power,3,2025-09-10 11:38:05.180581
voltage,119.67,2025-09-10 11:38:05.180581
filament_temp,229.5,2025-09-10 11:38:05.680829
bed_temp,59.9,2025-09-10 11:38:05.680829
current,0.07,2025-09-10 11:38:05.680829
power,3,2025-09-10 11:38:05.680829
voltage,119.67,2025-09-10 11:38:05.680829
filament_temp,229.5,2025-09-10 11:38:06.181075
bed_temp,59.9,2025-09-10 11:38:06.181075
current,0.07,2025-09-10 11:38:06.181075
power,3,2025-09-10 11:38:06.181075
voltage,119.67,2025-09-10 11:38:06.181075
filament_temp,229.5,2025-09-10 11:38:06.681321
bed_temp,59.9,2025-09-10 11:38:06.681321
current,0.07,2025-09-10 11:38:06.681321
power,3,2025-09-10 11:38:06.681321
voltage,119.67,2025-09-10 11:38:06.681321
filament_temp,229.5,2025-09-10 11:38:07.181561
bed_temp,59.9,2025-09-10 11:38:07.181561
current,0.07,2025-09-10 11:38:07.181561
power,3,2025-09-10 11:38:07.181561
voltage,119.67,2025-09-10 11:38:07.181561
filament_temp,230.0,2025-09-10 11:38:07.681758
bed_temp,59.3,2025-09-10 11:38:07.681758
current,0.07,2025-09-10 11:38:07.681758
power,3,2025-09-10 11:38:07.681758
voltage,119.67,2025-09-10 11:38:07.681758
filament_temp,230.0,2025-09-10 11:38:08.181949
bed_temp,59.3,2025-09-10 11:38:08.181949
current,0.07,2025-09-10 11:38:08.181949
power,3,2025-09-10 11:38:08.181949
voltage,119.67,2025-09-10 11:38:08.181949
filament_temp,230.0,2025-09-10 11:38:08.682149
bed_temp,59.3,2025-09-10 11:38:08.682149
current,0.07,2025-09-10 11:38:08.682149
power,3,2025-09-10 11:38:08.682149
voltage,119.67,2025-09-10 11:38:08.682149
filament_temp,230.0,2025-09-10 11:38:09.182364
bed_temp,59.3,2025-09-10 11:38:09.182364
current,0.07,2025-09-10 11:38:09.182364
power,3,2025-09-10 11:38:09.182364
voltage,119.67,2025-09-10 11:38:09.182364
filament_temp,230.3,2025-09-10 11:38:09.682550
bed_temp,59.4,2025-09-10 11:38:09.682550
current,0.07,2025-09-10 11:38:09.682550
power,3,2025-09-10 11:38:09.682550
voltage,119.67,2025-09-10 11:38:09.682550
filament_temp,230.3,2025-09-10 11:38:10.182780
bed_temp,59.4,2025-09-10 11:38:10.182780
current,0.07,2025-09-10 11:38:10.182780
power,3,2025-09-10 11:38:10.182780
voltage,119.67,2025-09-10 11:38:10.182780
filament_temp,230.3,2025-09-10 11:38:10.683028
bed_temp,59.4,2025-09-10 11:38:10.683028
current,0.07,2025-09-10 11:38:10.683028
power,3,2025-09-10 11:38:10.683028
voltage,119.67,2025-09-10 11:38:10.683028
filament_temp,230.3,2025-09-10 11:38:11.183215
bed_temp,59.4,2025-09-10 11:38:11.183215
current,0.07,2025-09-10 11:38:11.183215
power,3,2025-09-10 11:38:11.183215
voltage,119.67,2025-09-10 11:38:11.183215
filament_temp,230.7,2025-09-10 11:38:11.683412
bed_temp,58.8,2025-09-10 11:38:11.683412
current,0.07,2025-09-10 11:38:11.683412
power,3,2025-09-10 11:38:11.683412
voltage,119.67,2025-09-10 11:38:11.683412
filament_temp,230.7,2025-09-10 11:38:12.183618
bed_temp,58.8,2025-09-10 11:38:12.183618
current,0.07,2025-09-10 11:38:12.183618
power,3,2025-09-10 11:38:12.183618
