Dataname,Value,Time
filament_temp,24.0,2025-09-05 13:58:00.204368
bed_temp,28.7,2025-09-05 13:58:00.204368
current,0.07,2025-09-05 13:58:00.204368
power,2.1,2025-09-05 13:58:00.204368
voltage,119.35,2025-09-05 13:58:00.204368
filament_temp,24.0,2025-09-05 13:58:00.704610
bed_temp,28.7,2025-09-05 13:58:00.704610
current,0.07,2025-09-05 13:58:00.704610
power,2.1,2025-09-05 13:58:00.704610
voltage,119.35,2025-09-05 13:58:00.704610
filament_temp,24.1,2025-09-05 13:58:01.204851
bed_temp,29.1,2025-09-05 13:58:01.204851
current,0.07,2025-09-05 13:58:01.204851
power,2.1,2025-09-05 13:58:01.204851
voltage,119.35,2025-09-05 13:58:01.204851
filament_temp,24.1,2025-09-05 13:58:01.705036
bed_temp,29.1,2025-09-05 13:58:01.705036
current,0.07,2025-09-05 13:58:01.705036
power,2.1,2025-09-05 13:58:01.705036
voltage,119.35,2025-09-05 13:58:01.705036
filament_temp,24.1,2025-09-05 13:58:02.205198
bed_temp,29.1,2025-09-05 13:58:02.205198
current,0.07,2025-09-05 13:58:02.205198
power,2.1,2025-09-05 13:58:02.205198
voltage,119.35,2025-09-05 13:58:02.205198
filament_temp,24.1,2025-09-05 13:58:02.705395
bed_temp,29.1,2025-09-05 13:58:02.705395
current,0.07,2025-09-05 13:58:02.705395
power,2.1,2025-09-05 13:58:02.705395
voltage,119.35,2025-09-05 13:58:02.705395
filament_temp,24.1,2025-09-05 13:58:03.205617
bed_temp,29.1,2025-09-05 13:58:03.205617
current,0.07,2025-09-05 13:58:03.205617
power,2.1,2025-09-05 13:58:03.205617
voltage,119.35,2025-09-05 13:58:03.205617
filament_temp,24.1,2025-09-05 13:58:03.705844
bed_temp,29.1,2025-09-05 13:58:03.705844
current,0.07,2025-09-05 13:58:03.705844
power,2.1,2025-09-05 13:58:03.705844
voltage,119.35,2025-09-05 13:58:03.705844
filament_temp,24.1,2025-09-05 13:58:04.206085
bed_temp,29.1,2025-09-05 13:58:04.206085
current,0.07,2025-09-05 13:58:04.206085
power,2.1,2025-09-05 13:58:04.206085
voltage,119.35,2025-09-05 13:58:04.206085
filament_temp,24.1,2025-09-05 13:58:04.706327
bed_temp,29.1,2025-09-05 13:58:04.706327
current,0.07,2025-09-05 13:58:04.706327
power,2.1,2025-09-05 13:58:04.706327
voltage,119.35,2025-09-05 13:58:04.706327
filament_temp,24.1,2025-09-05 13:58:05.206569
bed_temp,29.1,2025-09-05 13:58:05.206569
current,0.07,2025-09-05 13:58:05.206569
power,2.1,2025-09-05 13:58:05.206569
voltage,119.35,2025-09-05 13:58:05.206569
filament_temp,24.1,2025-09-05 13:58:05.706801
bed_temp,29.1,2025-09-05 13:58:05.706801
current,0.07,2025-09-05 13:58:05.706801
power,2.1,2025-09-05 13:58:05.706801
voltage,119.35,2025-09-05 13:58:05.706801
filament_temp,24.1,2025-09-05 13:58:06.207043
bed_temp,28.5,2025-09-05 13:58:06.207043
current,0.07,2025-09-05 13:58:06.207043
power,2.1,2025-09-05 13:58:06.207043
voltage,119.35,2025-09-05 13:58:06.207043
filament_temp,24.1,2025-09-05 13:58:06.707266
bed_temp,28.5,2025-09-05 13:58:06.707266
current,0.07,2025-09-05 13:58:06.707266
power,2.1,2025-09-05 13:58:06.707266
voltage,119.35,2025-09-05 13:58:06.707266
filament_temp,24.1,2025-09-05 13:58:07.207464
bed_temp,28.5,2025-09-05 13:58:07.207464
current,0.07,2025-09-05 13:58:07.207464
power,2.1,2025-09-05 13:58:07.207464
voltage,119.35,2025-09-05 13:58:07.207464
filament_temp,24.1,2025-09-05 13:58:07.707695
bed_temp,28.5,2025-09-05 13:58:07.707695
current,0.07,2025-09-05 13:58:07.707695
power,2.1,2025-09-05 13:58:07.707695
voltage,119.35,2025-09-05 13:58:07.707695
filament_temp,24.1,2025-09-05 13:58:08.207916
bed_temp,28.5,2025-09-05 13:58:08.207916
current,0.07,2025-09-05 13:58:08.207916
power,2.1,2025-09-05 13:58:08.207916
voltage,119.35,2025-09-05 13:58:08.207916
filament_temp,24.1,2025-09-05 13:58:08.708119
