Dataname,Value,Time
filament_temp,157.5,2025-09-11 10:51:00.636329
bed_temp,57.1,2025-09-11 10:51:00.636329
current,0.07,2025-09-11 10:51:00.636329
power,3,2025-09-11 10:51:00.636329
voltage,120.45,2025-09-11 10:51:00.636329
filament_temp,157.5,2025-09-11 10:51:01.636673
bed_temp,57.1,2025-09-11 10:51:01.636673
current,0.07,2025-09-11 10:51:01.636673
power,3,2025-09-11 10:51:01.636673
voltage,120.45,2025-09-11 10:51:01.636673
filament_temp,157.5,2025-09-11 10:51:02.636951
bed_temp,57.1,2025-09-11 10:51:02.636951
current,0.07,2025-09-11 10:51:02.636951
power,3,2025-09-11 10:51:02.636951
voltage,120.45,2025-09-11 10:51:02.636951
filament_temp,157.5,2025-09-11 10:51:03.637267
bed_temp,57.1,2025-09-11 10:51:03.637267
current,0.07,2025-09-11 10:51:03.637267
power,3,2025-09-11 10:51:03.637267
voltage,120.45,2025-09-11 10:51:03.637267
filament_temp,151.6,2025-09-11 10:51:04.637583
bed_temp,56.6,2025-09-11 10:51:04.637583
current,0.07,2025-09-11 10:51:04.637583
power,3,2025-09-11 10:51:04.637583
voltage,120.45,2025-09-11 10:51:04.637583
filament_temp,151.6,2025-09-11 10:51:05.637898
bed_temp,56.6,2025-09-11 10:51:05.637898
current,0.07,2025-09-11 10:51:05.637898
power,3,2025-09-11 10:51:05.637898
voltage,120.45,2025-09-11 10:51:05.637898
filament_temp,151.6,2025-09-11 10:51:06.638183
bed_temp,56.6,2025-09-11 10:51:06.638183
current,0.07,2025-09-11 10:51:06.638183
power,67,2025-09-11 10:51:06.638183
voltage,120.45,2025-09-11 10:51:06.638183
filament_temp,151.6,2025-09-11 10:51:07.638493
bed_temp,56.6,2025-09-11 10:51:07.638493
current,0.58,2025-09-11 10:51:07.638493
power,67,2025-09-11 10:51:07.638493
voltage,120.45,2025-09-11 10:51:07.638493
filament_temp,152.2,2025-09-11 10:51:08.638825
bed_temp,56.6,2025-09-11 10:51:08.638825
current,0.58,2025-09-11 10:51:08.638825
power,67,2025-09-11 10:51:08.638825
voltage,120.45,2025-09-11 10:51:08.638825
filament_temp,155.3,2025-09-11 10:51:09.639162
bed_temp,57.1,2025-09-11 10:51:09.639162
current,2.04,2025-09-11 10:51:09.639162
power,240.1,2025-09-11 10:51:09.639162
voltage,120.45,2025-09-11 10:51:09.639162
filament_temp,155.3,2025-09-11 10:51:10.639490
bed_temp,57.1,2025-09-11 10:51:10.639490
current,2.04,2025-09-11 10:51:10.639490
power,240.1,2025-09-11 10:51:10.639490
voltage,120.45,2025-09-11 10:51:10.639490
filament_temp,155.3,2025-09-11 10:51:11.639796
bed_temp,57.1,2025-09-11 10:51:11.639796
current,2.04,2025-09-11 10:51:11.639796
power,240.1,2025-09-11 10:51:11.639796
voltage,120.45,2025-09-11 10:51:11.639796
filament_temp,160.3,2025-09-11 10:51:12.640138
bed_temp,57.5,2025-09-11 10:51:12.640138
current,2.04,2025-09-11 10:51:12.640138
power,240.1,2025-09-11 10:51:12.640138
