Dataname,Value,Time
filament_temp,182.0,2025-09-02 11:03:00.091152
bed_temp,29.0,2025-09-02 11:03:00.091152
current,0.07,2025-09-02 11:03:00.091152
power,3,2025-09-02 11:03:00.091152
voltage,122.11,2025-09-02 11:03:00.091152
filament_temp,182.0,2025-09-02 11:03:00.591395
bed_temp,29.0,2025-09-02 11:03:00.591395
current,0.07,2025-09-02 11:03:00.591395
power,3,2025-09-02 11:03:00.591395
voltage,122.11,2025-09-02 11:03:00.591395
filament_temp,182.0,2025-09-02 11:03:01.091630
bed_temp,29.0,2025-09-02 11:03:01.091630
current,0.07,2025-09-02 11:03:01.091630
power,3,2025-09-02 11:03:01.091630
voltage,122.11,2025-09-02 11:03:01.091630
filament_temp,182.0,2025-09-02 11:03:01.591869
bed_temp,29.0,2025-09-02 11:03:01.591869
current,0.07,2025-09-02 11:03:01.591869
power,3,2025-09-02 11:03:01.591869
voltage,122.11,2025-09-02 11:03:01.591869
filament_temp,182.0,2025-09-02 11:03:02.092115
bed_temp,29.0,2025-09-02 11:03:02.092115
current,0.07,2025-09-02 11:03:02.092115
power,3,2025-09-02 11:03:02.092115
voltage,122.11,2025-09-02 11:03:02.092115
filament_temp,182.0,2025-09-02 11:03:02.592354
bed_temp,29.0,2025-09-02 11:03:02.592354
current,0.07,2025-09-02 11:03:02.592354
power,3,2025-09-02 11:03:02.592354
voltage,122.11,2025-09-02 11:03:02.592354
filament_temp,182.0,2025-09-02 11:03:03.092594
bed_temp,29.0,2025-09-02 11:03:03.092594
current,0.07,2025-09-02 11:03:03.092594
power,3,2025-09-02 11:03:03.092594
voltage,122.11,2025-09-02 11:03:03.092594
filament_temp,182.0,2025-09-02 11:03:03.592791
bed_temp,29.0,2025-09-02 11:03:03.592791
current,0.07,2025-09-02 11:03:03.592791
power,3,2025-09-02 11:03:03.592791
voltage,122.11,2025-09-02 11:03:03.592791
filament_temp,182.0,2025-09-02 11:03:04.092996
