Dataname,Value,Time
filament_temp,58.5,2025-09-10 14:40:00.473234
bed_temp,46.6,2025-09-10 14:40:00.473234
current,0.07,2025-09-10 14:40:00.473234
power,3,2025-09-10 14:40:00.473234
voltage,120.13,2025-09-10 14:40:00.473234
filament_temp,58.5,2025-09-10 14:40:00.973478
bed_temp,46.6,2025-09-10 14:40:00.973478
current,0.07,2025-09-10 14:40:00.973478
power,3,2025-09-10 14:40:00.973478
voltage,120.13,2025-09-10 14:40:00.973478
filament_temp,58.5,2025-09-10 14:40:01.473700
bed_temp,46.6,2025-09-10 14:40:01.473700
current,0.07,2025-09-10 14:40:01.473700
power,3,2025-09-10 14:40:01.473700
voltage,120.13,2025-09-10 14:40:01.473700
filament_temp,58.5,2025-09-10 14:40:01.973909
bed_temp,46.6,2025-09-10 14:40:01.973909
current,0.07,2025-09-10 14:40:01.973909
power,3,2025-09-10 14:40:01.973909
voltage,120.13,2025-09-10 14:40:01.973909
filament_temp,58.5,2025-09-10 14:40:02.474114
bed_temp,46.6,2025-09-10 14:40:02.474114
current,0.07,2025-09-10 14:40:02.474114
power,3,2025-09-10 14:40:02.474114
voltage,120.13,2025-09-10 14:40:02.474114
filament_temp,58.5,2025-09-10 14:40:02.974330
bed_temp,46.6,2025-09-10 14:40:02.974330
current,0.07,2025-09-10 14:40:02.974330
power,3,2025-09-10 14:40:02.974330
voltage,120.13,2025-09-10 14:40:02.974330
filament_temp,58.5,2025-09-10 14:40:03.474546
bed_temp,46.6,2025-09-10 14:40:03.474546
current,0.07,2025-09-10 14:40:03.474546
power,3,2025-09-10 14:40:03.474546
voltage,120.13,2025-09-10 14:40:03.474546
filament_temp,58.5,2025-09-10 14:40:03.974771
bed_temp,46.6,2025-09-10 14:40:03.974771
current,0.07,2025-09-10 14:40:03.974771
power,3,2025-09-10 14:40:03.974771
voltage,120.13,2025-09-10 14:40:03.974771
filament_temp,58.5,2025-09-10 14:40:04.474979
bed_temp,46.6,2025-09-10 14:40:04.474979
current,0.07,2025-09-10 14:40:04.474979
power,3,2025-09-10 14:40:04.474979
voltage,120.13,2025-09-10 14:40:04.474979
filament_temp,58.5,2025-09-10 14:40:04.975214
bed_temp,46.6,2025-09-10 14:40:04.975214
current,0.07,2025-09-10 14:40:04.975214
power,3,2025-09-10 14:40:04.975214
voltage,120.13,2025-09-10 14:40:04.975214
filament_temp,57.5,2025-09-10 14:40:05.475422
bed_temp,47.1,2025-09-10 14:40:05.475422
current,0.07,2025-09-10 14:40:05.475422
power,3,2025-09-10 14:40:05.475422
voltage,120.13,2025-09-10 14:40:05.475422
filament_temp,57.5,2025-09-10 14:40:05.975653
bed_temp,47.1,2025-09-10 14:40:05.975653
current,0.07,2025-09-10 14:40:05.975653
power,3,2025-09-10 14:40:05.975653
voltage,120.13,2025-09-10 14:40:05.975653
filament_temp,57.5,2025-09-10 14:40:06.475882
bed_temp,47.1,2025-09-10 14:40:06.475882
current,0.07,2025-09-10 14:40:06.475882
power,3,2025-09-10 14:40:06.475882
voltage,120.13,2025-09-10 14:40:06.475882
filament_temp,57.5,2025-09-10 14:40:06.976115
bed_temp,47.1,2025-09-10 14:40:06.976115
current,0.07,2025-09-10 14:40:06.976115
power,3,2025-09-10 14:40:06.976115
