Dataname,Value,Time
filament_temp,136.7,2025-08-29 14:41:00.360780
bed_temp,54.3,2025-08-29 14:41:00.360780
current,0.08,2025-08-29 14:41:00.360780
power,3,2025-08-29 14:41:00.360780
voltage,121.91,2025-08-29 14:41:00.360780
filament_temp,132.3,2025-08-29 14:41:00.860999
bed_temp,54.4,2025-08-29 14:41:00.860999
current,0.08,2025-08-29 14:41:00.860999
power,3,2025-08-29 14:41:00.860999
voltage,121.91,2025-08-29 14:41:00.860999
filament_temp,132.3,2025-08-29 14:41:01.361200
bed_temp,54.4,2025-08-29 14:41:01.361200
current,0.08,2025-08-29 14:41:01.361200
power,3,2025-08-29 14:41:01.361200
voltage,121.91,2025-08-29 14:41:01.361200
filament_temp,132.3,2025-08-29 14:41:01.861387
bed_temp,54.4,2025-08-29 14:41:01.861387
current,0.08,2025-08-29 14:41:01.861387
power,3,2025-08-29 14:41:01.861387
voltage,121.91,2025-08-29 14:41:01.861387
filament_temp,132.3,2025-08-29 14:41:02.361607
bed_temp,54.4,2025-08-29 14:41:02.361607
current,0.08,2025-08-29 14:41:02.361607
power,3,2025-08-29 14:41:02.361607
voltage,121.91,2025-08-29 14:41:02.361607
filament_temp,132.3,2025-08-29 14:41:02.861801
bed_temp,54.4,2025-08-29 14:41:02.861801
current,0.08,2025-08-29 14:41:02.861801
power,3,2025-08-29 14:41:02.861801
voltage,121.91,2025-08-29 14:41:02.861801
filament_temp,132.3,2025-08-29 14:41:03.362001
bed_temp,54.4,2025-08-29 14:41:03.362001
current,0.08,2025-08-29 14:41:03.362001
power,3,2025-08-29 14:41:03.362001
voltage,121.91,2025-08-29 14:41:03.362001
filament_temp,132.3,2025-08-29 14:41:03.862200
bed_temp,54.4,2025-08-29 14:41:03.862200
current,0.08,2025-08-29 14:41:03.862200
power,3,2025-08-29 14:41:03.862200
voltage,121.91,2025-08-29 14:41:03.862200
filament_temp,132.3,2025-08-29 14:41:04.362400
bed_temp,54.4,2025-08-29 14:41:04.362400
current,0.08,2025-08-29 14:41:04.362400
power,3,2025-08-29 14:41:04.362400
voltage,121.91,2025-08-29 14:41:04.362400
filament_temp,132.3,2025-08-29 14:41:04.862624
bed_temp,54.4,2025-08-29 14:41:04.862624
current,0.08,2025-08-29 14:41:04.862624
power,3,2025-08-29 14:41:04.862624
voltage,121.91,2025-08-29 14:41:04.862624
filament_temp,132.3,2025-08-29 14:41:05.362856
bed_temp,54.4,2025-08-29 14:41:05.362856
current,0.08,2025-08-29 14:41:05.362856
power,3,2025-08-29 14:41:05.362856
voltage,121.91,2025-08-29 14:41:05.362856
filament_temp,128.3,2025-08-29 14:41:05.863041
bed_temp,54.0,2025-08-29 14:41:05.863041
current,0.08,2025-08-29 14:41:05.863041
power,3,2025-08-29 14:41:05.863041
voltage,121.91,2025-08-29 14:41:05.863041
filament_temp,128.3,2025-08-29 14:41:06.363251
bed_temp,54.0,2025-08-29 14:41:06.363251
current,0.08,2025-08-29 14:41:06.363251
power,3,2025-08-29 14:41:06.363251
voltage,121.91,2025-08-29 14:41:06.363251
filament_temp,128.3,2025-08-29 14:41:06.863429
bed_temp,54.0,2025-08-29 14:41:06.863429
current,0.08,2025-08-29 14:41:06.863429
power,3,2025-08-29 14:41:06.863429
voltage,121.91,2025-08-29 14:41:06.863429
filament_temp,128.3,2025-08-29 14:41:07.363624
bed_temp,54.0,2025-08-29 14:41:07.363624
current,0.08,2025-08-29 14:41:07.363624
power,3,2025-08-29 14:41:07.363624
voltage,121.91,2025-08-29 14:41:07.363624
filament_temp,128.3,2025-08-29 14:41:07.863862
bed_temp,54.0,2025-08-29 14:41:07.863862
current,0.08,2025-08-29 14:41:07.863862
power,3,2025-08-29 14:41:07.863862
voltage,121.91,2025-08-29 14:41:07.863862
filament_temp,128.3,2025-08-29 14:41:08.364097
bed_temp,54.0,2025-08-29 14:41:08.364097
current,0.08,2025-08-29 14:41:08.364097
power,3,2025-08-29 14:41:08.364097
voltage,121.91,2025-08-29 14:41:08.364097
filament_temp,128.3,2025-08-29 14:41:08.864297
bed_temp,54.0,2025-08-29 14:41:08.864297
current,0.08,2025-08-29 14:41:08.864297
power,3,2025-08-29 14:41:08.864297
voltage,121.91,2025-08-29 14:41:08.864297
filament_temp,128.3,2025-08-29 14:41:09.364536
bed_temp,54.0,2025-08-29 14:41:09.364536
current,0.08,2025-08-29 14:41:09.364536
power,3,2025-08-29 14:41:09.364536
voltage,121.91,2025-08-29 14:41:09.364536
filament_temp,128.3,2025-08-29 14:41:09.864733
bed_temp,54.0,2025-08-29 14:41:09.864733
current,0.08,2025-08-29 14:41:09.864733
power,3,2025-08-29 14:41:09.864733
voltage,121.91,2025-08-29 14:41:09.864733
filament_temp,128.3,2025-08-29 14:41:10.364960
bed_temp,54.0,2025-08-29 14:41:10.364960
current,0.08,2025-08-29 14:41:10.364960
power,3,2025-08-29 14:41:10.364960
voltage,121.91,2025-08-29 14:41:10.364960
filament_temp,124.1,2025-08-29 14:41:10.865164
bed_temp,53.4,2025-08-29 14:41:10.865164
current,0.08,2025-08-29 14:41:10.865164
power,3,2025-08-29 14:41:10.865164
voltage,121.91,2025-08-29 14:41:10.865164
filament_temp,124.1,2025-08-29 14:41:11.365354
bed_temp,53.4,2025-08-29 14:41:11.365354
current,0.08,2025-08-29 14:41:11.365354
power,3,2025-08-29 14:41:11.365354
voltage,121.91,2025-08-29 14:41:11.365354
filament_temp,124.1,2025-08-29 14:41:11.865548
bed_temp,53.4,2025-08-29 14:41:11.865548
current,0.08,2025-08-29 14:41:11.865548
power,3,2025-08-29 14:41:11.865548
voltage,121.91,2025-08-29 14:41:11.865548
filament_temp,124.1,2025-08-29 14:41:12.365744
bed_temp,53.4,2025-08-29 14:41:12.365744
current,0.08,2025-08-29 14:41:12.365744
power,3,2025-08-29 14:41:12.365744
voltage,121.91,2025-08-29 14:41:12.365744
filament_temp,124.1,2025-08-29 14:41:12.865942
bed_temp,53.4,2025-08-29 14:41:12.865942
current,0.08,2025-08-29 14:41:12.865942
power,3,2025-08-29 14:41:12.865942
voltage,121.91,2025-08-29 14:41:12.865942
filament_temp,124.1,2025-08-29 14:41:13.366140
bed_temp,53.4,2025-08-29 14:41:13.366140
current,0.08,2025-08-29 14:41:13.366140
power,3,2025-08-29 14:41:13.366140
voltage,121.91,2025-08-29 14:41:13.366140
filament_temp,124.1,2025-08-29 14:41:13.866343
bed_temp,53.4,2025-08-29 14:41:13.866343
current,0.08,2025-08-29 14:41:13.866343
power,3,2025-08-29 14:41:13.866343
voltage,121.91,2025-08-29 14:41:13.866343
