Dataname,Value,Time
filament_temp,19.7,2025-09-05 10:22:00.496950
bed_temp,17.6,2025-09-05 10:22:00.496950
current,0.07,2025-09-05 10:22:00.496950
power,2.5,2025-09-05 10:22:00.496950
voltage,121.51,2025-09-05 10:22:00.496950
filament_temp,19.7,2025-09-05 10:22:00.997194
bed_temp,17.6,2025-09-05 10:22:00.997194
current,0.07,2025-09-05 10:22:00.997194
power,2.5,2025-09-05 10:22:00.997194
voltage,121.51,2025-09-05 10:22:00.997194
filament_temp,19.7,2025-09-05 10:22:01.497445
bed_temp,17.6,2025-09-05 10:22:01.497445
current,0.07,2025-09-05 10:22:01.497445
power,2.5,2025-09-05 10:22:01.497445
voltage,121.51,2025-09-05 10:22:01.497445
filament_temp,19.7,2025-09-05 10:22:01.997673
bed_temp,17.6,2025-09-05 10:22:01.997673
current,0.07,2025-09-05 10:22:01.997673
power,2.5,2025-09-05 10:22:01.997673
voltage,121.51,2025-09-05 10:22:01.997673
filament_temp,19.7,2025-09-05 10:22:02.497893
bed_temp,17.6,2025-09-05 10:22:02.497893
current,0.07,2025-09-05 10:22:02.497893
power,2.5,2025-09-05 10:22:02.497893
voltage,121.51,2025-09-05 10:22:02.497893
filament_temp,19.7,2025-09-05 10:22:02.998115
bed_temp,17.6,2025-09-05 10:22:02.998115
current,0.07,2025-09-05 10:22:02.998115
power,2.5,2025-09-05 10:22:02.998115
voltage,121.51,2025-09-05 10:22:02.998115
filament_temp,19.7,2025-09-05 10:22:03.498358
bed_temp,17.6,2025-09-05 10:22:03.498358
current,0.07,2025-09-05 10:22:03.498358
power,2.5,2025-09-05 10:22:03.498358
voltage,121.51,2025-09-05 10:22:03.498358
filament_temp,19.7,2025-09-05 10:22:03.998599
bed_temp,17.6,2025-09-05 10:22:03.998599
current,0.07,2025-09-05 10:22:03.998599
power,2.5,2025-09-05 10:22:03.998599
voltage,121.51,2025-09-05 10:22:03.998599
filament_temp,19.7,2025-09-05 10:22:04.498854
bed_temp,17.6,2025-09-05 10:22:04.498854
current,0.07,2025-09-05 10:22:04.498854
power,2.5,2025-09-05 10:22:04.498854
voltage,121.51,2025-09-05 10:22:04.498854
filament_temp,19.5,2025-09-05 10:22:04.999099
bed_temp,17.5,2025-09-05 10:22:04.999099
current,0.07,2025-09-05 10:22:04.999099
power,2.5,2025-09-05 10:22:04.999099
voltage,121.51,2025-09-05 10:22:04.999099
filament_temp,19.5,2025-09-05 10:22:05.499350
bed_temp,17.5,2025-09-05 10:22:05.499350
current,0.07,2025-09-05 10:22:05.499350
power,2.5,2025-09-05 10:22:05.499350
voltage,121.51,2025-09-05 10:22:05.499350
filament_temp,19.5,2025-09-05 10:22:05.999604
bed_temp,17.5,2025-09-05 10:22:05.999604
current,0.07,2025-09-05 10:22:05.999604
power,2.5,2025-09-05 10:22:05.999604
voltage,121.51,2025-09-05 10:22:05.999604
filament_temp,19.5,2025-09-05 10:22:06.499856
bed_temp,17.5,2025-09-05 10:22:06.499856
current,0.07,2025-09-05 10:22:06.499856
power,2.5,2025-09-05 10:22:06.499856
voltage,121.51,2025-09-05 10:22:06.499856
filament_temp,19.5,2025-09-05 10:22:07.000008
bed_temp,17.5,2025-09-05 10:22:07.000008
current,0.07,2025-09-05 10:22:07.000008
power,2.5,2025-09-05 10:22:07.000008
voltage,121.51,2025-09-05 10:22:07.000008
filament_temp,19.5,2025-09-05 10:22:07.500274
bed_temp,17.5,2025-09-05 10:22:07.500274
current,0.07,2025-09-05 10:22:07.500274
power,2.5,2025-09-05 10:22:07.500274
voltage,121.51,2025-09-05 10:22:07.500274
filament_temp,19.5,2025-09-05 10:22:08.000510
bed_temp,17.5,2025-09-05 10:22:08.000510
current,0.07,2025-09-05 10:22:08.000510
power,2.5,2025-09-05 10:22:08.000510
voltage,121.51,2025-09-05 10:22:08.000510
filament_temp,19.5,2025-09-05 10:22:08.500735
bed_temp,17.5,2025-09-05 10:22:08.500735
current,0.07,2025-09-05 10:22:08.500735
power,2.5,2025-09-05 10:22:08.500735
voltage,121.51,2025-09-05 10:22:08.500735
filament_temp,19.5,2025-09-05 10:22:09.000985
bed_temp,17.5,2025-09-05 10:22:09.000985
current,0.07,2025-09-05 10:22:09.000985
power,2.5,2025-09-05 10:22:09.000985
