Dataname,Value,Time
filament_temp,189.2,2025-09-09 11:51:00.279195
bed_temp,57.6,2025-09-09 11:51:00.279195
current,0.07,2025-09-09 11:51:00.279195
power,2.8,2025-09-09 11:51:00.279195
voltage,120.52,2025-09-09 11:51:00.279195
filament_temp,189.2,2025-09-09 11:51:00.779412
bed_temp,57.6,2025-09-09 11:51:00.779412
current,0.07,2025-09-09 11:51:00.779412
power,2.8,2025-09-09 11:51:00.779412
voltage,120.52,2025-09-09 11:51:00.779412
filament_temp,189.2,2025-09-09 11:51:01.279598
bed_temp,57.6,2025-09-09 11:51:01.279598
current,0.07,2025-09-09 11:51:01.279598
power,2.8,2025-09-09 11:51:01.279598
voltage,120.52,2025-09-09 11:51:01.279598
filament_temp,189.2,2025-09-09 11:51:01.779829
bed_temp,57.6,2025-09-09 11:51:01.779829
current,0.07,2025-09-09 11:51:01.779829
power,2.8,2025-09-09 11:51:01.779829
voltage,120.52,2025-09-09 11:51:01.779829
filament_temp,189.2,2025-09-09 11:51:02.280031
bed_temp,57.6,2025-09-09 11:51:02.280031
current,0.07,2025-09-09 11:51:02.280031
power,2.8,2025-09-09 11:51:02.280031
voltage,120.52,2025-09-09 11:51:02.280031
filament_temp,189.2,2025-09-09 11:51:02.780220
bed_temp,57.6,2025-09-09 11:51:02.780220
current,0.07,2025-09-09 11:51:02.780220
power,2.8,2025-09-09 11:51:02.780220
voltage,120.52,2025-09-09 11:51:02.780220
filament_temp,189.2,2025-09-09 11:51:03.280408
bed_temp,57.6,2025-09-09 11:51:03.280408
current,0.07,2025-09-09 11:51:03.280408
power,2.8,2025-09-09 11:51:03.280408
voltage,120.52,2025-09-09 11:51:03.280408
filament_temp,183.0,2025-09-09 11:51:03.780600
bed_temp,56.9,2025-09-09 11:51:03.780600
current,0.07,2025-09-09 11:51:03.780600
power,2.8,2025-09-09 11:51:03.780600
voltage,120.52,2025-09-09 11:51:03.780600
filament_temp,183.0,2025-09-09 11:51:04.280790
bed_temp,56.9,2025-09-09 11:51:04.280790
current,0.07,2025-09-09 11:51:04.280790
power,2.8,2025-09-09 11:51:04.280790
voltage,120.52,2025-09-09 11:51:04.280790
filament_temp,183.0,2025-09-09 11:51:04.780988
bed_temp,56.9,2025-09-09 11:51:04.780988
current,0.07,2025-09-09 11:51:04.780988
power,2.8,2025-09-09 11:51:04.780988
voltage,120.52,2025-09-09 11:51:04.780988
filament_temp,183.0,2025-09-09 11:51:05.281178
bed_temp,56.9,2025-09-09 11:51:05.281178
current,0.07,2025-09-09 11:51:05.281178
power,2.8,2025-09-09 11:51:05.281178
voltage,120.52,2025-09-09 11:51:05.281178
filament_temp,183.0,2025-09-09 11:51:05.781394
bed_temp,56.9,2025-09-09 11:51:05.781394
current,0.07,2025-09-09 11:51:05.781394
power,2.8,2025-09-09 11:51:05.781394
voltage,120.52,2025-09-09 11:51:05.781394
filament_temp,183.0,2025-09-09 11:51:06.281609
bed_temp,56.9,2025-09-09 11:51:06.281609
current,0.07,2025-09-09 11:51:06.281609
power,2.8,2025-09-09 11:51:06.281609
voltage,120.52,2025-09-09 11:51:06.281609
filament_temp,183.0,2025-09-09 11:51:06.781803
bed_temp,56.9,2025-09-09 11:51:06.781803
current,0.07,2025-09-09 11:51:06.781803
power,2.8,2025-09-09 11:51:06.781803
voltage,120.52,2025-09-09 11:51:06.781803
filament_temp,183.0,2025-09-09 11:51:07.281961
bed_temp,56.9,2025-09-09 11:51:07.281961
current,0.07,2025-09-09 11:51:07.281961
power,2.8,2025-09-09 11:51:07.281961
voltage,120.52,2025-09-09 11:51:07.281961
filament_temp,183.0,2025-09-09 11:51:07.782174
bed_temp,56.9,2025-09-09 11:51:07.782174
current,0.07,2025-09-09 11:51:07.782174
power,2.8,2025-09-09 11:51:07.782174
voltage,120.52,2025-09-09 11:51:07.782174
filament_temp,183.0,2025-09-09 11:51:08.282379
bed_temp,56.9,2025-09-09 11:51:08.282379
current,0.07,2025-09-09 11:51:08.282379
power,2.8,2025-09-09 11:51:08.282379
voltage,120.52,2025-09-09 11:51:08.282379
filament_temp,178.3,2025-09-09 11:51:08.782573
bed_temp,57.6,2025-09-09 11:51:08.782573
current,0.07,2025-09-09 11:51:08.782573
power,2.8,2025-09-09 11:51:08.782573
voltage,120.52,2025-09-09 11:51:08.782573
filament_temp,178.3,2025-09-09 11:51:09.282776
bed_temp,57.6,2025-09-09 11:51:09.282776
current,0.07,2025-09-09 11:51:09.282776
power,2.8,2025-09-09 11:51:09.282776
voltage,120.52,2025-09-09 11:51:09.282776
filament_temp,178.3,2025-09-09 11:51:09.782999
bed_temp,57.6,2025-09-09 11:51:09.782999
current,0.07,2025-09-09 11:51:09.782999
power,2.8,2025-09-09 11:51:09.782999
voltage,120.52,2025-09-09 11:51:09.782999
filament_temp,178.3,2025-09-09 11:51:10.283230
bed_temp,57.6,2025-09-09 11:51:10.283230
current,0.07,2025-09-09 11:51:10.283230
power,2.8,2025-09-09 11:51:10.283230
voltage,120.52,2025-09-09 11:51:10.283230
filament_temp,178.3,2025-09-09 11:51:10.783423
bed_temp,57.6,2025-09-09 11:51:10.783423
current,0.07,2025-09-09 11:51:10.783423
power,2.8,2025-09-09 11:51:10.783423
voltage,120.52,2025-09-09 11:51:10.783423
filament_temp,178.3,2025-09-09 11:51:11.283606
bed_temp,57.6,2025-09-09 11:51:11.283606
current,0.07,2025-09-09 11:51:11.283606
power,2.8,2025-09-09 11:51:11.283606
voltage,120.52,2025-09-09 11:51:11.283606
filament_temp,178.3,2025-09-09 11:51:11.783803
bed_temp,57.6,2025-09-09 11:51:11.783803
current,0.07,2025-09-09 11:51:11.783803
power,2.8,2025-09-09 11:51:11.783803
voltage,120.52,2025-09-09 11:51:11.783803
filament_temp,178.3,2025-09-09 11:51:12.283989
bed_temp,57.6,2025-09-09 11:51:12.283989
current,0.07,2025-09-09 11:51:12.283989
power,2.8,2025-09-09 11:51:12.283989
voltage,120.52,2025-09-09 11:51:12.283989
filament_temp,178.3,2025-09-09 11:51:12.784216
bed_temp,57.6,2025-09-09 11:51:12.784216
current,0.07,2025-09-09 11:51:12.784216
power,2.8,2025-09-09 11:51:12.784216
voltage,120.52,2025-09-09 11:51:12.784216
filament_temp,178.3,2025-09-09 11:51:13.284403
bed_temp,57.6,2025-09-09 11:51:13.284403
current,0.07,2025-09-09 11:51:13.284403
power,2.8,2025-09-09 11:51:13.284403
voltage,120.52,2025-09-09 11:51:13.284403
filament_temp,172.0,2025-09-09 11:51:13.784645
