Dataname,Value,Time
featureId,UNAVAILABLE,2025-07-29 13:40:00.846607
partKindId,NONE,2025-07-29 13:40:00.846607
processKindId,NONE,2025-07-29 13:40:00.846607
A_Axis_Load,7,2025-07-29 13:40:00.846607
A_Position,0.000668021023909704,2025-07-29 13:40:00.846607
C_Axis_Load,3,2025-07-29 13:40:00.846607
C_Position,30.0005,2025-07-29 13:40:00.846607
Machine_Time,2713341.9,2025-07-29 13:40:00.846607
Spindle_Time,740584.913,2025-07-29 13:40:00.846607
Feed_Override,100,2025-07-29 13:40:00.846607
Feed_Rate,0,2025-07-29 13:40:00.846607
Program_Runtime_Seconds,27,2025-07-29 13:40:00.846607
Rapid_Override,100,2025-07-29 13:40:00.846607
Rapid_Speed,0,2025-07-29 13:40:00.846607
S_Axis_Load,0,2025-07-29 13:40:00.846607
Spindle_Override,100,2025-07-29 13:40:00.846607
Spindle_Speed,0,2025-07-29 13:40:00.846607
X_Axis_Load,2,2025-07-29 13:40:00.846607
X_Position,415.76750021304,2025-07-29 13:40:00.846607
Y_Axis_Load,4,2025-07-29 13:40:00.846607
Y_Position,491.650001896484,2025-07-29 13:40:00.846607
Z_Axis_Load,36,2025-07-29 13:40:00.846607
Z_Position,-244.885893820717,2025-07-29 13:40:00.846607
COR_Status,1,2025-07-29 13:40:00.846607
Controller_Mode,AUTO,2025-07-29 13:40:00.846607
EStop_State,ARMED,2025-07-29 13:40:00.846607
Machine_Mode,4,2025-07-29 13:40:00.846607
Block_Number,638,2025-07-29 13:40:00.846607
Current_Tool,21,2025-07-29 13:40:00.846607
Part_Count,17,2025-07-29 13:40:00.846607
Program_Name_Running,000454_D_A_PROGRAM_2.NC,2025-07-29 13:40:00.846607
spindle motor v_rms,0.0,2025-07-29 13:40:00.846607
spindle motor a_peak,200,2025-07-29 13:40:00.846607
spindle motor a_rms,100,2025-07-29 13:40:00.846607
spindle motor temp,37.2,2025-07-29 13:40:00.846607
spindle motor crest,4.1,2025-07-29 13:40:00.846607
z-axis bearing v_rms,0.0,2025-07-29 13:40:00.846607
z-axis bearing a_peak,200,2025-07-29 13:40:00.846607
z-axis bearing a_rms,0,2025-07-29 13:40:00.846607
z-axis bearing temp,24.4,2025-07-29 13:40:00.846607
z-axis bearing crest,3.6,2025-07-29 13:40:00.846607
z-axis motor v_rms,0.0,2025-07-29 13:40:00.846607
z-axis motor a_peak,700,2025-07-29 13:40:00.846607
z-axis motor a_rms,300,2025-07-29 13:40:00.846607
z-axis motor temp,29.9,2025-07-29 13:40:00.846607
z-axis motor crest,2.1,2025-07-29 13:40:00.846607
y-axis bearing v_rms,0.0,2025-07-29 13:40:00.846607
y-axis bearing a_peak,200,2025-07-29 13:40:00.846607
y-axis bearing a_rms,0,2025-07-29 13:40:00.846607
y-axis bearing temp,22.9,2025-07-29 13:40:00.846607
y-axis bearing crest,4.0,2025-07-29 13:40:00.846607
y-axis motor v_rms,0.0,2025-07-29 13:40:00.846607
y-axis motor a_peak,700,2025-07-29 13:40:00.846607
y-axis motor a_rms,400,2025-07-29 13:40:00.846607
y-axis motor temp,25.3,2025-07-29 13:40:00.846607
y-axis motor crest,1.9,2025-07-29 13:40:00.846607
x-axis motor v_rms,0.0,2025-07-29 13:40:00.846607
x-axis motor a_peak,200,2025-07-29 13:40:00.846607
x-axis motor a_rms,0,2025-07-29 13:40:00.846607
x-axis motor temp,23.0,2025-07-29 13:40:00.846607
x-axis motor crest,3.9,2025-07-29 13:40:00.846607
voltage,133.03333333333333,2025-07-29 13:40:00.846607
current,3.6300000000000003,2025-07-29 13:40:00.846607
active power,395.0,2025-07-29 13:40:00.846607
forward kWh,42.342666666666666,2025-07-29 13:40:00.846607
reverse kWh,1.3026666666666664,2025-07-29 13:40:00.846607
frequency,60.0,2025-07-29 13:40:00.846607
power factor,0.77,2025-07-29 13:40:00.846607
featureId,UNAVAILABLE,2025-07-29 13:40:01.846862
partKindId,NONE,2025-07-29 13:40:01.846862
processKindId,NONE,2025-07-29 13:40:01.846862
A_Axis_Load,7,2025-07-29 13:40:01.846862
A_Position,0.000668021023909704,2025-07-29 13:40:01.846862
C_Axis_Load,3,2025-07-29 13:40:01.846862
C_Position,30.0005,2025-07-29 13:40:01.846862
Machine_Time,2713341.9,2025-07-29 13:40:01.846862
Spindle_Time,740584.913,2025-07-29 13:40:01.846862
Feed_Override,100,2025-07-29 13:40:01.846862
Feed_Rate,0,2025-07-29 13:40:01.846862
Program_Runtime_Seconds,27,2025-07-29 13:40:01.846862
Rapid_Override,100,2025-07-29 13:40:01.846862
Rapid_Speed,0,2025-07-29 13:40:01.846862
S_Axis_Load,0,2025-07-29 13:40:01.846862
Spindle_Override,100,2025-07-29 13:40:01.846862
Spindle_Speed,0,2025-07-29 13:40:01.846862
X_Axis_Load,2,2025-07-29 13:40:01.846862
X_Position,415.76750021304,2025-07-29 13:40:01.846862
Y_Axis_Load,4,2025-07-29 13:40:01.846862
Y_Position,491.650001896484,2025-07-29 13:40:01.846862
Z_Axis_Load,36,2025-07-29 13:40:01.846862
Z_Position,-244.885893820717,2025-07-29 13:40:01.846862
COR_Status,1,2025-07-29 13:40:01.846862
Controller_Mode,AUTO,2025-07-29 13:40:01.846862
EStop_State,ARMED,2025-07-29 13:40:01.846862
Machine_Mode,4,2025-07-29 13:40:01.846862
Block_Number,638,2025-07-29 13:40:01.846862
Current_Tool,21,2025-07-29 13:40:01.846862
Part_Count,17,2025-07-29 13:40:01.846862
Program_Name_Running,000454_D_A_PROGRAM_2.NC,2025-07-29 13:40:01.846862
spindle motor v_rms,0.0,2025-07-29 13:40:01.846862
spindle motor a_peak,200,2025-07-29 13:40:01.846862
spindle motor a_rms,100,2025-07-29 13:40:01.846862
spindle motor temp,37.2,2025-07-29 13:40:01.846862
spindle motor crest,3.8,2025-07-29 13:40:01.846862
z-axis bearing v_rms,0.0,2025-07-29 13:40:01.846862
z-axis bearing a_peak,200,2025-07-29 13:40:01.846862
z-axis bearing a_rms,0,2025-07-29 13:40:01.846862
z-axis bearing temp,24.4,2025-07-29 13:40:01.846862
z-axis bearing crest,4.0,2025-07-29 13:40:01.846862
z-axis motor v_rms,0.0,2025-07-29 13:40:01.846862
z-axis motor a_peak,700,2025-07-29 13:40:01.846862
z-axis motor a_rms,300,2025-07-29 13:40:01.846862
z-axis motor temp,29.9,2025-07-29 13:40:01.846862
z-axis motor crest,2.2,2025-07-29 13:40:01.846862
y-axis bearing v_rms,0.0,2025-07-29 13:40:01.846862
y-axis bearing a_peak,200,2025-07-29 13:40:01.846862
y-axis bearing a_rms,0,2025-07-29 13:40:01.846862
y-axis bearing temp,22.9,2025-07-29 13:40:01.846862
y-axis bearing crest,4.2,2025-07-29 13:40:01.846862
y-axis motor v_rms,0.0,2025-07-29 13:40:01.846862
y-axis motor a_peak,700,2025-07-29 13:40:01.846862
y-axis motor a_rms,400,2025-07-29 13:40:01.846862
y-axis motor temp,25.3,2025-07-29 13:40:01.846862
y-axis motor crest,1.9,2025-07-29 13:40:01.846862
x-axis motor v_rms,0.0,2025-07-29 13:40:01.846862
x-axis motor a_peak,200,2025-07-29 13:40:01.846862
x-axis motor a_rms,0,2025-07-29 13:40:01.846862
x-axis motor temp,23.0,2025-07-29 13:40:01.846862
x-axis motor crest,4.3,2025-07-29 13:40:01.846862
voltage,133.03333333333333,2025-07-29 13:40:01.846862
current,3.6700000000000004,2025-07-29 13:40:01.846862
active power,398.6666666666667,2025-07-29 13:40:01.846862
forward kWh,42.342666666666666,2025-07-29 13:40:01.846862
reverse kWh,1.3026666666666664,2025-07-29 13:40:01.846862
frequency,60.0,2025-07-29 13:40:01.846862
power factor,0.77,2025-07-29 13:40:01.846862
featureId,UNAVAILABLE,2025-07-29 13:40:02.847111
partKindId,NONE,2025-07-29 13:40:02.847111
processKindId,NONE,2025-07-29 13:40:02.847111
A_Axis_Load,7,2025-07-29 13:40:02.847111
A_Position,0.000668021023909704,2025-07-29 13:40:02.847111
C_Axis_Load,3,2025-07-29 13:40:02.847111
C_Position,30.0005,2025-07-29 13:40:02.847111
Machine_Time,2713341.9,2025-07-29 13:40:02.847111
Spindle_Time,740584.913,2025-07-29 13:40:02.847111
Feed_Override,100,2025-07-29 13:40:02.847111
Feed_Rate,0,2025-07-29 13:40:02.847111
Program_Runtime_Seconds,27,2025-07-29 13:40:02.847111
Rapid_Override,100,2025-07-29 13:40:02.847111
Rapid_Speed,0,2025-07-29 13:40:02.847111
S_Axis_Load,0,2025-07-29 13:40:02.847111
Spindle_Override,100,2025-07-29 13:40:02.847111
Spindle_Speed,0,2025-07-29 13:40:02.847111
X_Axis_Load,2,2025-07-29 13:40:02.847111
X_Position,415.76750021304,2025-07-29 13:40:02.847111
Y_Axis_Load,4,2025-07-29 13:40:02.847111
Y_Position,491.650001896484,2025-07-29 13:40:02.847111
Z_Axis_Load,37,2025-07-29 13:40:02.847111
Z_Position,-244.885893820717,2025-07-29 13:40:02.847111
COR_Status,1,2025-07-29 13:40:02.847111
Controller_Mode,AUTO,2025-07-29 13:40:02.847111
EStop_State,ARMED,2025-07-29 13:40:02.847111
Machine_Mode,4,2025-07-29 13:40:02.847111
Block_Number,638,2025-07-29 13:40:02.847111
Current_Tool,21,2025-07-29 13:40:02.847111
Part_Count,17,2025-07-29 13:40:02.847111
Program_Name_Running,000454_D_A_PROGRAM_2.NC,2025-07-29 13:40:02.847111
spindle motor v_rms,0.0,2025-07-29 13:40:02.847111
spindle motor a_peak,200,2025-07-29 13:40:02.847111
spindle motor a_rms,100,2025-07-29 13:40:02.847111
spindle motor temp,37.2,2025-07-29 13:40:02.847111
spindle motor crest,3.6,2025-07-29 13:40:02.847111
z-axis bearing v_rms,0.0,2025-07-29 13:40:02.847111
z-axis bearing a_peak,200,2025-07-29 13:40:02.847111
z-axis bearing a_rms,0,2025-07-29 13:40:02.847111
z-axis bearing temp,24.4,2025-07-29 13:40:02.847111
z-axis bearing crest,4.2,2025-07-29 13:40:02.847111
z-axis motor v_rms,0.0,2025-07-29 13:40:02.847111
z-axis motor a_peak,600,2025-07-29 13:40:02.847111
z-axis motor a_rms,300,2025-07-29 13:40:02.847111
z-axis motor temp,29.9,2025-07-29 13:40:02.847111
z-axis motor crest,2.0,2025-07-29 13:40:02.847111
y-axis bearing v_rms,0.0,2025-07-29 13:40:02.847111
y-axis bearing a_peak,200,2025-07-29 13:40:02.847111
y-axis bearing a_rms,0,2025-07-29 13:40:02.847111
y-axis bearing temp,22.9,2025-07-29 13:40:02.847111
y-axis bearing crest,4.4,2025-07-29 13:40:02.847111
y-axis motor v_rms,0.0,2025-07-29 13:40:02.847111
y-axis motor a_peak,700,2025-07-29 13:40:02.847111
y-axis motor a_rms,400,2025-07-29 13:40:02.847111
y-axis motor temp,25.3,2025-07-29 13:40:02.847111
y-axis motor crest,1.8,2025-07-29 13:40:02.847111
x-axis motor v_rms,0.0,2025-07-29 13:40:02.847111
x-axis motor a_peak,200,2025-07-29 13:40:02.847111
x-axis motor a_rms,0,2025-07-29 13:40:02.847111
x-axis motor temp,23.0,2025-07-29 13:40:02.847111
x-axis motor crest,4.2,2025-07-29 13:40:02.847111
voltage,133.03333333333333,2025-07-29 13:40:02.847111
current,3.6733333333333333,2025-07-29 13:40:02.847111
active power,399.3333333333333,2025-07-29 13:40:02.847111
forward kWh,42.342666666666666,2025-07-29 13:40:02.847111
reverse kWh,1.3026666666666664,2025-07-29 13:40:02.847111
frequency,60.0,2025-07-29 13:40:02.847111
power factor,0.77,2025-07-29 13:40:02.847111
featureId,UNAVAILABLE,2025-07-29 13:40:03.847399
partKindId,NONE,2025-07-29 13:40:03.847399
processKindId,NONE,2025-07-29 13:40:03.847399
A_Axis_Load,7,2025-07-29 13:40:03.847399
A_Position,0.000668021023909704,2025-07-29 13:40:03.847399
C_Axis_Load,3,2025-07-29 13:40:03.847399
C_Position,30.0005,2025-07-29 13:40:03.847399
Machine_Time,2713341.9,2025-07-29 13:40:03.847399
Spindle_Time,740584.913,2025-07-29 13:40:03.847399
Feed_Override,100,2025-07-29 13:40:03.847399
Feed_Rate,0,2025-07-29 13:40:03.847399
Program_Runtime_Seconds,27,2025-07-29 13:40:03.847399
Rapid_Override,100,2025-07-29 13:40:03.847399
Rapid_Speed,0,2025-07-29 13:40:03.847399
S_Axis_Load,0,2025-07-29 13:40:03.847399
Spindle_Override,100,2025-07-29 13:40:03.847399
Spindle_Speed,0,2025-07-29 13:40:03.847399
