Dataname,Value,Time
featureId,UNAVAILABLE,2025-07-31 10:39:59.109904
partKindId,072B393C-87F5-4183-9ABC-0870E4B4F53B,2025-07-31 10:39:59.109904
processKindId,70AA639A-4325-448F-BFFB-D5EE218DA38C,2025-07-31 10:39:59.109904
A_Axis_Load,20,2025-07-31 10:39:59.109904
A_Position,0.000668021023912008,2025-07-31 10:39:59.109904
C_Axis_Load,27,2025-07-31 10:39:59.109904
C_Position,30.0005,2025-07-31 10:39:59.109904
Machine_Time,2748291.168,2025-07-31 10:39:59.109904
Spindle_Time,760762.036000001,2025-07-31 10:39:59.109904
Feed_Override,100,2025-07-31 10:39:59.109904
Feed_Rate,8.1,2025-07-31 10:39:59.109904
Program_Runtime_Seconds,14,2025-07-31 10:39:59.109904
Rapid_Override,100,2025-07-31 10:39:59.109904
Rapid_Speed,0,2025-07-31 10:39:59.109904
S_Axis_Load,1,2025-07-31 10:39:59.109904
Spindle_Override,100,2025-07-31 10:39:59.109904
Spindle_Speed,599.999999999881,2025-07-31 10:39:59.109904
X_Axis_Load,6,2025-07-31 10:39:59.109904
X_Position,398.721600422723,2025-07-31 10:39:59.109904
Y_Axis_Load,6,2025-07-31 10:39:59.109904
Y_Position,281.14500592689,2025-07-31 10:39:59.109904
Z_Axis_Load,27,2025-07-31 10:39:59.109904
Z_Position,-275.262735953181,2025-07-31 10:39:59.109904
COR_Status,1,2025-07-31 10:39:59.109904
Controller_Mode,AUTO,2025-07-31 10:39:59.109904
EStop_State,ARMED,2025-07-31 10:39:59.109904
Machine_Mode,5,2025-07-31 10:39:59.109904
Block_Number,2550,2025-07-31 10:39:59.109904
Current_Tool,71,2025-07-31 10:39:59.109904
Part_Count,29,2025-07-31 10:39:59.109904
Program_Name_Running,000454_D_A_PROGRAM_1.NC,2025-07-31 10:39:59.109904
spindle motor v_rms,0.1,2025-07-31 10:39:59.109904
spindle motor a_peak,7200,2025-07-31 10:39:59.109904
spindle motor a_rms,2700,2025-07-31 10:39:59.109904
spindle motor temp,34.1,2025-07-31 10:39:59.109904
spindle motor crest,2.7,2025-07-31 10:39:59.109904
z-axis bearing v_rms,0.0,2025-07-31 10:39:59.109904
z-axis bearing a_peak,700,2025-07-31 10:39:59.109904
z-axis bearing a_rms,200,2025-07-31 10:39:59.109904
z-axis bearing temp,23.3,2025-07-31 10:39:59.109904
z-axis bearing crest,3.0,2025-07-31 10:39:59.109904
z-axis motor v_rms,0.1,2025-07-31 10:39:59.109904
z-axis motor a_peak,2400,2025-07-31 10:39:59.109904
z-axis motor a_rms,600,2025-07-31 10:39:59.109904
z-axis motor temp,28.1,2025-07-31 10:39:59.109904
z-axis motor crest,4.4,2025-07-31 10:39:59.109904
y-axis bearing v_rms,0.0,2025-07-31 10:39:59.109904
y-axis bearing a_peak,300,2025-07-31 10:39:59.109904
y-axis bearing a_rms,100,2025-07-31 10:39:59.109904
y-axis bearing temp,22.4,2025-07-31 10:39:59.109904
y-axis bearing crest,4.4,2025-07-31 10:39:59.109904
y-axis motor v_rms,0.1,2025-07-31 10:39:59.109904
y-axis motor a_peak,1100,2025-07-31 10:39:59.109904
y-axis motor a_rms,500,2025-07-31 10:39:59.109904
