Dataname,Value,Time
featureId,UNAVAILABLE,2025-07-30 14:32:00.638860
partKindId,NONE,2025-07-30 14:32:00.638860
processKindId,NONE,2025-07-30 14:32:00.638860
A_Axis_Load,17,2025-07-30 14:32:00.638860
A_Position,-90.0003437746771,2025-07-30 14:32:00.638860
C_Axis_Load,1,2025-07-30 14:32:00.638860
C_Position,-59.9995,2025-07-30 14:32:00.638860
Machine_Time,2739282.863,2025-07-30 14:32:00.638860
Spindle_Time,754996.344000001,2025-07-30 14:32:00.638860
Feed_Override,100,2025-07-30 14:32:00.638860
Feed_Rate,0,2025-07-30 14:32:00.638860
Program_Runtime_Seconds,14,2025-07-30 14:32:00.638860
Rapid_Override,100,2025-07-30 14:32:00.638860
Rapid_Speed,0,2025-07-30 14:32:00.638860
S_Axis_Load,0,2025-07-30 14:32:00.638860
Spindle_Override,100,2025-07-30 14:32:00.638860
Spindle_Speed,0,2025-07-30 14:32:00.638860
X_Axis_Load,4,2025-07-30 14:32:00.638860
X_Position,379.84679454674,2025-07-30 14:32:00.638860
Y_Axis_Load,6,2025-07-30 14:32:00.638860
Y_Position,496.953400028809,2025-07-30 14:32:00.638860
Z_Axis_Load,40,2025-07-30 14:32:00.638860
Z_Position,-4.30259193467025,2025-07-30 14:32:00.638860
COR_Status,1,2025-07-30 14:32:00.638860
Controller_Mode,AUTO,2025-07-30 14:32:00.638860
EStop_State,ARMED,2025-07-30 14:32:00.638860
Machine_Mode,4,2025-07-30 14:32:00.638860
Block_Number,0,2025-07-30 14:32:00.638860
Current_Tool,72,2025-07-30 14:32:00.638860
Part_Count,23,2025-07-30 14:32:00.638860
Program_Name_Running,000454_D_A_PROGRAM_3.NC,2025-07-30 14:32:00.638860
spindle motor v_rms,0.0,2025-07-30 14:32:00.638860
spindle motor a_peak,300,2025-07-30 14:32:00.638860
spindle motor a_rms,100,2025-07-30 14:32:00.638860
spindle motor temp,34.0,2025-07-30 14:32:00.638860
spindle motor crest,3.7,2025-07-30 14:32:00.638860
z-axis bearing v_rms,0.0,2025-07-30 14:32:00.638860
z-axis bearing a_peak,200,2025-07-30 14:32:00.638860
z-axis bearing a_rms,0,2025-07-30 14:32:00.638860
z-axis bearing temp,24.8,2025-07-30 14:32:00.638860
z-axis bearing crest,4.1,2025-07-30 14:32:00.638860
z-axis motor v_rms,0.0,2025-07-30 14:32:00.638860
z-axis motor a_peak,900,2025-07-30 14:32:00.638860
z-axis motor a_rms,500,2025-07-30 14:32:00.638860
z-axis motor temp,29.9,2025-07-30 14:32:00.638860
z-axis motor crest,1.9,2025-07-30 14:32:00.638860
y-axis bearing v_rms,0.0,2025-07-30 14:32:00.638860
y-axis bearing a_peak,200,2025-07-30 14:32:00.638860
y-axis bearing a_rms,0,2025-07-30 14:32:00.638860
y-axis bearing temp,22.7,2025-07-30 14:32:00.638860
y-axis bearing crest,3.9,2025-07-30 14:32:00.638860
y-axis motor v_rms,0.0,2025-07-30 14:32:00.638860
y-axis motor a_peak,400,2025-07-30 14:32:00.638860
y-axis motor a_rms,200,2025-07-30 14:32:00.638860
y-axis motor temp,25.5,2025-07-30 14:32:00.638860
y-axis motor crest,2.4,2025-07-30 14:32:00.638860
x-axis motor v_rms,0.0,2025-07-30 14:32:00.638860
x-axis motor a_peak,200,2025-07-30 14:32:00.638860
x-axis motor a_rms,0,2025-07-30 14:32:00.638860
x-axis motor temp,23.6,2025-07-30 14:32:00.638860
x-axis motor crest,3.8,2025-07-30 14:32:00.638860
voltage,131.76666666666668,2025-07-30 14:32:00.638860
current,3.676666666666667,2025-07-30 14:32:00.638860
active power,395.3333333333333,2025-07-30 14:32:00.638860
forward kWh,48.96633333333333,2025-07-30 14:32:00.638860
reverse kWh,1.569,2025-07-30 14:32:00.638860
frequency,59.98,2025-07-30 14:32:00.638860
power factor,0.7766666666666667,2025-07-30 14:32:00.638860
featureId,UNAVAILABLE,2025-07-30 14:32:01.639108
partKindId,NONE,2025-07-30 14:32:01.639108
processKindId,NONE,2025-07-30 14:32:01.639108
A_Axis_Load,17,2025-07-30 14:32:01.639108
A_Position,-90.0003437746771,2025-07-30 14:32:01.639108
C_Axis_Load,1,2025-07-30 14:32:01.639108
C_Position,-59.9995,2025-07-30 14:32:01.639108
Machine_Time,2739282.863,2025-07-30 14:32:01.639108
Spindle_Time,754996.344000001,2025-07-30 14:32:01.639108
Feed_Override,100,2025-07-30 14:32:01.639108
Feed_Rate,0,2025-07-30 14:32:01.639108
Program_Runtime_Seconds,14,2025-07-30 14:32:01.639108
Rapid_Override,100,2025-07-30 14:32:01.639108
Rapid_Speed,0,2025-07-30 14:32:01.639108
S_Axis_Load,0,2025-07-30 14:32:01.639108
Spindle_Override,100,2025-07-30 14:32:01.639108
Spindle_Speed,0,2025-07-30 14:32:01.639108
X_Axis_Load,4,2025-07-30 14:32:01.639108
X_Position,379.84679454674,2025-07-30 14:32:01.639108
Y_Axis_Load,6,2025-07-30 14:32:01.639108
Y_Position,496.953400028809,2025-07-30 14:32:01.639108
Z_Axis_Load,40,2025-07-30 14:32:01.639108
Z_Position,-4.30259193467025,2025-07-30 14:32:01.639108
COR_Status,1,2025-07-30 14:32:01.639108
Controller_Mode,AUTO,2025-07-30 14:32:01.639108
EStop_State,ARMED,2025-07-30 14:32:01.639108
Machine_Mode,4,2025-07-30 14:32:01.639108
Block_Number,0,2025-07-30 14:32:01.639108
Current_Tool,72,2025-07-30 14:32:01.639108
Part_Count,23,2025-07-30 14:32:01.639108
Program_Name_Running,000454_D_A_PROGRAM_3.NC,2025-07-30 14:32:01.639108
spindle motor v_rms,0.0,2025-07-30 14:32:01.639108
spindle motor a_peak,300,2025-07-30 14:32:01.639108
spindle motor a_rms,100,2025-07-30 14:32:01.639108
spindle motor temp,34.0,2025-07-30 14:32:01.639108
spindle motor crest,3.7,2025-07-30 14:32:01.639108
z-axis bearing v_rms,0.0,2025-07-30 14:32:01.639108
z-axis bearing a_peak,200,2025-07-30 14:32:01.639108
z-axis bearing a_rms,0,2025-07-30 14:32:01.639108
z-axis bearing temp,24.8,2025-07-30 14:32:01.639108
z-axis bearing crest,3.8,2025-07-30 14:32:01.639108
z-axis motor v_rms,0.0,2025-07-30 14:32:01.639108
z-axis motor a_peak,900,2025-07-30 14:32:01.639108
z-axis motor a_rms,500,2025-07-30 14:32:01.639108
z-axis motor temp,29.9,2025-07-30 14:32:01.639108
z-axis motor crest,1.9,2025-07-30 14:32:01.639108
y-axis bearing v_rms,0.0,2025-07-30 14:32:01.639108
y-axis bearing a_peak,200,2025-07-30 14:32:01.639108
y-axis bearing a_rms,0,2025-07-30 14:32:01.639108
y-axis bearing temp,22.7,2025-07-30 14:32:01.639108
y-axis bearing crest,3.6,2025-07-30 14:32:01.639108
y-axis motor v_rms,0.0,2025-07-30 14:32:01.639108
y-axis motor a_peak,400,2025-07-30 14:32:01.639108
y-axis motor a_rms,200,2025-07-30 14:32:01.639108
y-axis motor temp,25.5,2025-07-30 14:32:01.639108
y-axis motor crest,2.5,2025-07-30 14:32:01.639108
x-axis motor v_rms,0.0,2025-07-30 14:32:01.639108
