Dataname,Value,Time
featureId,NONE,2025-07-11 10:53:00.031081
partKindId,NONE,2025-07-11 10:53:00.031081
processKindId,NONE,2025-07-11 10:53:00.031081
A_Axis_Load,33,2025-07-11 10:53:00.031081
A_Position,-90.0003437746771,2025-07-11 10:53:00.031081
C_Axis_Load,15,2025-07-11 10:53:00.031081
C_Position,-59.9995,2025-07-11 10:53:00.031081
Machine_Time,2592292.102,2025-07-11 10:53:00.031081
Spindle_Time,691229.158999999,2025-07-11 10:53:00.031081
Feed_Override,100,2025-07-11 10:53:00.031081
Feed_Rate,0,2025-07-11 10:53:00.031081
Program_Runtime_Seconds,49,2025-07-11 10:53:00.031081
Rapid_Override,100,2025-07-11 10:53:00.031081
Rapid_Speed,0,2025-07-11 10:53:00.031081
S_Axis_Load,0,2025-07-11 10:53:00.031081
Spindle_Override,100,2025-07-11 10:53:00.031081
Spindle_Speed,0,2025-07-11 10:53:00.031081
X_Axis_Load,4,2025-07-11 10:53:00.031081
X_Position,379.846805990744,2025-07-11 10:53:00.031081
Y_Axis_Load,5,2025-07-11 10:53:00.031081
Y_Position,496.953400028809,2025-07-11 10:53:00.031081
Z_Axis_Load,40,2025-07-11 10:53:00.031081
Z_Position,-4.30259193467025,2025-07-11 10:53:00.031081
COR_Status,1,2025-07-11 10:53:00.031081
Controller_Mode,AUTO,2025-07-11 10:53:00.031081
EStop_State,ARMED,2025-07-11 10:53:00.031081
Machine_Mode,4,2025-07-11 10:53:00.031081
Block_Number,66,2025-07-11 10:53:00.031081
Current_Tool,72,2025-07-11 10:53:00.031081
Part_Count,5,2025-07-11 10:53:00.031081
Program_Name_Running,000454_D_A_PROGRAM_3.NC,2025-07-11 10:53:00.031081
spindle motor v_rms,0.0,2025-07-11 10:53:00.031081
spindle motor a_peak,300,2025-07-11 10:53:00.031081
spindle motor a_rms,100,2025-07-11 10:53:00.031081
spindle motor temp,26.4,2025-07-11 10:53:00.031081
spindle motor crest,3.7,2025-07-11 10:53:00.031081
z-axis bearing v_rms,0.0,2025-07-11 10:53:00.031081
z-axis bearing a_peak,200,2025-07-11 10:53:00.031081
z-axis bearing a_rms,0,2025-07-11 10:53:00.031081
z-axis bearing temp,23.1,2025-07-11 10:53:00.031081
z-axis bearing crest,3.8,2025-07-11 10:53:00.031081
z-axis motor v_rms,0.0,2025-07-11 10:53:00.031081
z-axis motor a_peak,800,2025-07-11 10:53:00.031081
z-axis motor a_rms,400,2025-07-11 10:53:00.031081
z-axis motor temp,26.9,2025-07-11 10:53:00.031081
z-axis motor crest,1.9,2025-07-11 10:53:00.031081
y-axis bearing v_rms,0.0,2025-07-11 10:53:00.031081
y-axis bearing a_peak,200,2025-07-11 10:53:00.031081
y-axis bearing a_rms,0,2025-07-11 10:53:00.031081
y-axis bearing temp,21.8,2025-07-11 10:53:00.031081
y-axis bearing crest,3.9,2025-07-11 10:53:00.031081
y-axis motor v_rms,0.0,2025-07-11 10:53:00.031081
y-axis motor a_peak,400,2025-07-11 10:53:00.031081
y-axis motor a_rms,200,2025-07-11 10:53:00.031081
y-axis motor temp,24.3,2025-07-11 10:53:00.031081
y-axis motor crest,2.3,2025-07-11 10:53:00.031081
