Dataname,Value,Time
featureId,UNAVAILABLE,2025-07-30 11:40:00.262644
partKindId,NONE,2025-07-30 11:40:00.262644
processKindId,NONE,2025-07-30 11:40:00.262644
A_Axis_Load,2,2025-07-30 11:40:00.262644
A_Position,0.000668021023908368,2025-07-30 11:40:00.262644
C_Axis_Load,20,2025-07-30 11:40:00.262644
C_Position,30.0005,2025-07-30 11:40:00.262644
Machine_Time,2729194.463,2025-07-30 11:40:00.262644
Spindle_Time,748871.527,2025-07-30 11:40:00.262644
Feed_Override,100,2025-07-30 11:40:00.262644
Feed_Rate,0,2025-07-30 11:40:00.262644
Program_Runtime_Seconds,23,2025-07-30 11:40:00.262644
Rapid_Override,100,2025-07-30 11:40:00.262644
Rapid_Speed,0,2025-07-30 11:40:00.262644
S_Axis_Load,0,2025-07-30 11:40:00.262644
Spindle_Override,100,2025-07-30 11:40:00.262644
Spindle_Speed,0,2025-07-30 11:40:00.262644
X_Axis_Load,3,2025-07-30 11:40:00.262644
X_Position,383.890496924113,2025-07-30 11:40:00.262644
Y_Axis_Load,4,2025-07-30 11:40:00.262644
Y_Position,503.59819449292,2025-07-30 11:40:00.262644
Z_Axis_Load,38,2025-07-30 11:40:00.262644
Z_Position,-99.8669982674121,2025-07-30 11:40:00.262644
COR_Status,1,2025-07-30 11:40:00.262644
Controller_Mode,MANUAL,2025-07-30 11:40:00.262644
EStop_State,ARMED,2025-07-30 11:40:00.262644
Machine_Mode,2,2025-07-30 11:40:00.262644
Block_Number,3277,2025-07-30 11:40:00.262644
Current_Tool,71,2025-07-30 11:40:00.262644
Part_Count,25,2025-07-30 11:40:00.262644
Program_Name_Running,000454_D_A_PROGRAM_1.NC,2025-07-30 11:40:00.262644
spindle motor v_rms,0.0,2025-07-30 11:40:00.262644
spindle motor a_peak,200,2025-07-30 11:40:00.262644
spindle motor a_rms,100,2025-07-30 11:40:00.262644
spindle motor temp,30.7,2025-07-30 11:40:00.262644
spindle motor crest,3.9,2025-07-30 11:40:00.262644
z-axis bearing v_rms,0.0,2025-07-30 11:40:00.262644
z-axis bearing a_peak,200,2025-07-30 11:40:00.262644
z-axis bearing a_rms,0,2025-07-30 11:40:00.262644
z-axis bearing temp,23.2,2025-07-30 11:40:00.262644
z-axis bearing crest,4.1,2025-07-30 11:40:00.262644
z-axis motor v_rms,0.0,2025-07-30 11:40:00.262644
z-axis motor a_peak,300,2025-07-30 11:40:00.262644
z-axis motor a_rms,100,2025-07-30 11:40:00.262644
z-axis motor temp,28.0,2025-07-30 11:40:00.262644
z-axis motor crest,3.7,2025-07-30 11:40:00.262644
y-axis bearing v_rms,0.0,2025-07-30 11:40:00.262644
y-axis bearing a_peak,200,2025-07-30 11:40:00.262644
y-axis bearing a_rms,100,2025-07-30 11:40:00.262644
y-axis bearing temp,21.6,2025-07-30 11:40:00.262644
y-axis bearing crest,3.8,2025-07-30 11:40:00.262644
y-axis motor v_rms,0.1,2025-07-30 11:40:00.262644
y-axis motor a_peak,1400,2025-07-30 11:40:00.262644
y-axis motor a_rms,900,2025-07-30 11:40:00.262644
y-axis motor temp,25.2,2025-07-30 11:40:00.262644
y-axis motor crest,1.6,2025-07-30 11:40:00.262644
x-axis motor v_rms,0.0,2025-07-30 11:40:00.262644
x-axis motor a_peak,200,2025-07-30 11:40:00.262644
x-axis motor a_rms,0,2025-07-30 11:40:00.262644
x-axis motor temp,22.6,2025-07-30 11:40:00.262644
x-axis motor crest,4.2,2025-07-30 11:40:00.262644
voltage,132.83333333333334,2025-07-30 11:40:00.262644
current,3.693333333333333,2025-07-30 11:40:00.262644
active power,401.6666666666667,2025-07-30 11:40:00.262644
forward kWh,46.11166666666666,2025-07-30 11:40:00.262644
reverse kWh,1.4083333333333332,2025-07-30 11:40:00.262644
frequency,60.0,2025-07-30 11:40:00.262644
power factor,0.77,2025-07-30 11:40:00.262644
featureId,UNAVAILABLE,2025-07-30 11:40:01.262909
partKindId,NONE,2025-07-30 11:40:01.262909
processKindId,NONE,2025-07-30 11:40:01.262909
A_Axis_Load,2,2025-07-30 11:40:01.262909
A_Position,0.000668021023908368,2025-07-30 11:40:01.262909
C_Axis_Load,20,2025-07-30 11:40:01.262909
C_Position,30.0005,2025-07-30 11:40:01.262909
Machine_Time,2729194.463,2025-07-30 11:40:01.262909
Spindle_Time,748871.527,2025-07-30 11:40:01.262909
Feed_Override,100,2025-07-30 11:40:01.262909
Feed_Rate,0,2025-07-30 11:40:01.262909
Program_Runtime_Seconds,23,2025-07-30 11:40:01.262909
Rapid_Override,100,2025-07-30 11:40:01.262909
Rapid_Speed,0,2025-07-30 11:40:01.262909
S_Axis_Load,0,2025-07-30 11:40:01.262909
Spindle_Override,100,2025-07-30 11:40:01.262909
Spindle_Speed,0,2025-07-30 11:40:01.262909
