Dataname,Value,Time
featureId,NONE,2025-07-11 10:47:00.933915
partKindId,NONE,2025-07-11 10:47:00.933915
processKindId,NONE,2025-07-11 10:47:00.933915
A_Axis_Load,33,2025-07-11 10:47:00.933915
A_Position,-90.0003437746771,2025-07-11 10:47:00.933915
C_Axis_Load,8,2025-07-11 10:47:00.933915
C_Position,120.001,2025-07-11 10:47:00.933915
Machine_Time,2591931.641,2025-07-11 10:47:00.933915
Spindle_Time,691229.158999999,2025-07-11 10:47:00.933915
Feed_Override,100,2025-07-11 10:47:00.933915
Feed_Rate,520.9667,2025-07-11 10:47:00.933915
Program_Runtime_Seconds,47,2025-07-11 10:47:00.933915
Rapid_Override,100,2025-07-11 10:47:00.933915
Rapid_Speed,0,2025-07-11 10:47:00.933915
S_Axis_Load,0,2025-07-11 10:47:00.933915
Spindle_Override,100,2025-07-11 10:47:00.933915
Spindle_Speed,0,2025-07-11 10:47:00.933915
X_Axis_Load,5,2025-07-11 10:47:00.933915
X_Position,379.846805990744,2025-07-11 10:47:00.933915
Y_Axis_Load,5,2025-07-11 10:47:00.933915
Y_Position,99.9539017288695,2025-07-11 10:47:00.933915
Z_Axis_Load,25,2025-07-11 10:47:00.933915
Z_Position,-8.11152741305671,2025-07-11 10:47:00.933915
COR_Status,1,2025-07-11 10:47:00.933915
Controller_Mode,AUTO,2025-07-11 10:47:00.933915
EStop_State,ARMED,2025-07-11 10:47:00.933915
Machine_Mode,5,2025-07-11 10:47:00.933915
Block_Number,65,2025-07-11 10:47:00.933915
Current_Tool,72,2025-07-11 10:47:00.933915
Part_Count,2,2025-07-11 10:47:00.933915
Program_Name_Running,000454_D_A_PROGRAM_3.NC,2025-07-11 10:47:00.933915
spindle motor v_rms,0.0,2025-07-11 10:47:00.933915
spindle motor a_peak,3400,2025-07-11 10:47:00.933915
spindle motor a_rms,400,2025-07-11 10:47:00.933915
spindle motor temp,26.9,2025-07-11 10:47:00.933915
spindle motor crest,7.8,2025-07-11 10:47:00.933915
z-axis bearing v_rms,0.1,2025-07-11 10:47:00.933915
z-axis bearing a_peak,21900,2025-07-11 10:47:00.933915
z-axis bearing a_rms,2500,2025-07-11 10:47:00.933915
z-axis bearing temp,22.9,2025-07-11 10:47:00.933915
z-axis bearing crest,8.8,2025-07-11 10:47:00.933915
z-axis motor v_rms,0.8,2025-07-11 10:47:00.933915
z-axis motor a_peak,59500,2025-07-11 10:47:00.933915
z-axis motor a_rms,9700,2025-07-11 10:47:00.933915
z-axis motor temp,26.6,2025-07-11 10:47:00.933915
z-axis motor crest,6.1,2025-07-11 10:47:00.933915
y-axis bearing v_rms,0.0,2025-07-11 10:47:00.933915
y-axis bearing a_peak,1800,2025-07-11 10:47:00.933915
y-axis bearing a_rms,200,2025-07-11 10:47:00.933915
y-axis bearing temp,21.7,2025-07-11 10:47:00.933915
y-axis bearing crest,7.7,2025-07-11 10:47:00.933915
y-axis motor v_rms,0.1,2025-07-11 10:47:00.933915
y-axis motor a_peak,3600,2025-07-11 10:47:00.933915
y-axis motor a_rms,700,2025-07-11 10:47:00.933915
y-axis motor temp,24.3,2025-07-11 10:47:00.933915
y-axis motor crest,5.4,2025-07-11 10:47:00.933915
x-axis motor v_rms,0.1,2025-07-11 10:47:00.933915
x-axis motor a_peak,700,2025-07-11 10:47:00.933915
x-axis motor a_rms,100,2025-07-11 10:47:00.933915
x-axis motor temp,21.5,2025-07-11 10:47:00.933915
x-axis motor crest,6.6,2025-07-11 10:47:00.933915
voltage,131.83333333333334,2025-07-11 10:47:00.933915
current,15.5,2025-07-11 10:47:00.933915
active power,1430.0,2025-07-11 10:47:00.933915
forward kWh,16.592666666666666,2025-07-11 10:47:00.933915
