Dataname,Value,Time
featureId,NONE,2025-07-11 10:45:00.901969
partKindId,NONE,2025-07-11 10:45:00.901969
processKindId,NONE,2025-07-11 10:45:00.901969
A_Axis_Load,33,2025-07-11 10:45:00.901969
A_Position,-90.0003437746771,2025-07-11 10:45:00.901969
C_Axis_Load,18,2025-07-11 10:45:00.901969
C_Position,-59.9995,2025-07-11 10:45:00.901969
Machine_Time,2591931.641,2025-07-11 10:45:00.901969
Spindle_Time,691229.158999999,2025-07-11 10:45:00.901969
Feed_Override,100,2025-07-11 10:45:00.901969
Feed_Rate,0,2025-07-11 10:45:00.901969
Program_Runtime_Seconds,48,2025-07-11 10:45:00.901969
Rapid_Override,100,2025-07-11 10:45:00.901969
Rapid_Speed,0,2025-07-11 10:45:00.901969
S_Axis_Load,0,2025-07-11 10:45:00.901969
Spindle_Override,100,2025-07-11 10:45:00.901969
Spindle_Speed,0,2025-07-11 10:45:00.901969
X_Axis_Load,4,2025-07-11 10:45:00.901969
X_Position,379.84679454674,2025-07-11 10:45:00.901969
Y_Axis_Load,6,2025-07-11 10:45:00.901969
Y_Position,496.953400028809,2025-07-11 10:45:00.901969
Z_Axis_Load,40,2025-07-11 10:45:00.901969
Z_Position,-4.30260337827589,2025-07-11 10:45:00.901969
COR_Status,1,2025-07-11 10:45:00.901969
Controller_Mode,MANUAL,2025-07-11 10:45:00.901969
EStop_State,ARMED,2025-07-11 10:45:00.901969
Machine_Mode,2,2025-07-11 10:45:00.901969
Block_Number,66,2025-07-11 10:45:00.901969
Current_Tool,72,2025-07-11 10:45:00.901969
Part_Count,2,2025-07-11 10:45:00.901969
Program_Name_Running,000454_D_A_PROGRAM_4.NC,2025-07-11 10:45:00.901969
spindle motor v_rms,0.0,2025-07-11 10:45:00.901969
spindle motor a_peak,300,2025-07-11 10:45:00.901969
spindle motor a_rms,100,2025-07-11 10:45:00.901969
spindle motor temp,27.2,2025-07-11 10:45:00.901969
spindle motor crest,4.2,2025-07-11 10:45:00.901969
z-axis bearing v_rms,0.0,2025-07-11 10:45:00.901969
z-axis bearing a_peak,200,2025-07-11 10:45:00.901969
z-axis bearing a_rms,0,2025-07-11 10:45:00.901969
