Dataname,Value,Time
featureId,NONE,2025-07-11 10:32:00.758321
partKindId,EDB34637-67D8-465A-AFBA-010AD86D34F6,2025-07-11 10:32:00.758321
processKindId,89918109-7350-48A4-A5F9-AE742269E029,2025-07-11 10:32:00.758321
A_Axis_Load,16,2025-07-11 10:32:00.758321
A_Position,0.000167897837982586,2025-07-11 10:32:00.758321
C_Axis_Load,45,2025-07-11 10:32:00.758321
C_Position,30.0005,2025-07-11 10:32:00.758321
Machine_Time,2591211.214,2025-07-11 10:32:00.758321
Spindle_Time,690868.816999999,2025-07-11 10:32:00.758321
Feed_Override,100,2025-07-11 10:32:00.758321
Feed_Rate,25.4,2025-07-11 10:32:00.758321
Program_Runtime_Seconds,48,2025-07-11 10:32:00.758321
Rapid_Override,100,2025-07-11 10:32:00.758321
Rapid_Speed,0,2025-07-11 10:32:00.758321
S_Axis_Load,1,2025-07-11 10:32:00.758321
Spindle_Override,100,2025-07-11 10:32:00.758321
Spindle_Speed,10000,2025-07-11 10:32:00.758321
X_Axis_Load,8,2025-07-11 10:32:00.758321
X_Position,414.698978421329,2025-07-11 10:32:00.758321
Y_Axis_Load,5,2025-07-11 10:32:00.758321
Y_Position,207.571173963388,2025-07-11 10:32:00.758321
Z_Axis_Load,31,2025-07-11 10:32:00.758321
Z_Position,-338.539534921976,2025-07-11 10:32:00.758321
COR_Status,1,2025-07-11 10:32:00.758321
Controller_Mode,AUTO,2025-07-11 10:32:00.758321
EStop_State,ARMED,2025-07-11 10:32:00.758321
Machine_Mode,5,2025-07-11 10:32:00.758321
Block_Number,368,2025-07-11 10:32:00.758321
Current_Tool,21,2025-07-11 10:32:00.758321
Part_Count,4,2025-07-11 10:32:00.758321
Program_Name_Running,000454_D_A_PROGRAM_2.NC,2025-07-11 10:32:00.758321
spindle motor v_rms,0.4,2025-07-11 10:32:00.758321
spindle motor a_peak,3700,2025-07-11 10:32:00.758321
spindle motor a_rms,1000,2025-07-11 10:32:00.758321
spindle motor temp,26.1,2025-07-11 10:32:00.758321
spindle motor crest,3.6,2025-07-11 10:32:00.758321
z-axis bearing v_rms,0.2,2025-07-11 10:32:00.758321
z-axis bearing a_peak,1500,2025-07-11 10:32:00.758321
z-axis bearing a_rms,400,2025-07-11 10:32:00.758321
z-axis bearing temp,22.6,2025-07-11 10:32:00.758321
z-axis bearing crest,4.0,2025-07-11 10:32:00.758321
z-axis motor v_rms,1.8,2025-07-11 10:32:00.758321
z-axis motor a_peak,3100,2025-07-11 10:32:00.758321
z-axis motor a_rms,1900,2025-07-11 10:32:00.758321
z-axis motor temp,25.8,2025-07-11 10:32:00.758321
z-axis motor crest,1.7,2025-07-11 10:32:00.758321
y-axis bearing v_rms,0.2,2025-07-11 10:32:00.758321
y-axis bearing a_peak,800,2025-07-11 10:32:00.758321
y-axis bearing a_rms,200,2025-07-11 10:32:00.758321
y-axis bearing temp,21.5,2025-07-11 10:32:00.758321
y-axis bearing crest,3.5,2025-07-11 10:32:00.758321
y-axis motor v_rms,0.5,2025-07-11 10:32:00.758321
y-axis motor a_peak,4300,2025-07-11 10:32:00.758321
y-axis motor a_rms,1900,2025-07-11 10:32:00.758321
y-axis motor temp,24.3,2025-07-11 10:32:00.758321
y-axis motor crest,2.3,2025-07-11 10:32:00.758321
x-axis motor v_rms,0.2,2025-07-11 10:32:00.758321
x-axis motor a_peak,900,2025-07-11 10:32:00.758321
x-axis motor a_rms,300,2025-07-11 10:32:00.758321
x-axis motor temp,21.0,2025-07-11 10:32:00.758321
x-axis motor crest,2.9,2025-07-11 10:32:00.758321
voltage,132.4,2025-07-11 10:32:00.758321
current,8.753333333333334,2025-07-11 10:32:00.758321
active power,1025.0,2025-07-11 10:32:00.758321
forward kWh,16.40833333333333,2025-07-11 10:32:00.758321
reverse kWh,0.371,2025-07-11 10:32:00.758321
frequency,59.98,2025-07-11 10:32:00.758321
power factor,0.8833333333333333,2025-07-11 10:32:00.758321
featureId,NONE,2025-07-11 10:32:01.758595
partKindId,EDB34637-67D8-465A-AFBA-010AD86D34F6,2025-07-11 10:32:01.758595
processKindId,89918109-7350-48A4-A5F9-AE742269E029,2025-07-11 10:32:01.758595
A_Axis_Load,16,2025-07-11 10:32:01.758595
A_Position,0.000167897837982586,2025-07-11 10:32:01.758595
